house,seed,prev_stop,next_stop,prev_last_sample_time_s,next_first_sample_time_s,gap_s,previous_last_measured_ppm,memory_only_lower_bound_mean_ppm,memory_bound_exceeds_threshold,next_block_archived_hit,memory_bound_implies_hit
House01,1,16,17,281.0,284.0,3.0,0.321853,0.013958821029240174,False,True,False
House01,1,17,18,299.8,310.4,10.599999999999966,0.462511,3.562718630995574e-05,False,True,False
House01,2,1,2,20.4,21.4,1.0,0.074281,0.01705662320963084,False,True,False
House01,2,2,3,37.2,38.2,1.0,0.195949,0.04499438969997648,False,True,False
House01,2,3,4,54.0,55.0,1.0,3.3e-05,7.577557732365177e-06,False,False,False
House01,2,4,5,70.8,77.6,6.799999999999997,0.0,0.0,False,False,False
House01,2,5,6,93.4,97.2,3.799999999999997,0.000485,1.0799490369184609e-05,False,False,False
House01,2,6,7,113.0,113.8,0.7999999999999972,0.02275,0.006171335095007875,False,False,False
House01,2,7,8,129.6,132.0,2.4000000000000057,0.057514,0.004112557579697195,False,False,False
House01,2,8,9,147.8,148.6,0.799999999999983,0.037371,0.010137536871891955,False,False,False
House01,2,9,10,164.4,167.2,2.799999999999983,0.022808,0.0011685863132574004,False,False,False
House01,2,10,11,183.0,184.8,1.8000000000000114,0.095015,0.011201542528546575,False,True,False
House01,2,11,12,200.6,206.0,5.400000000000006,0.116542,0.0006840450121860706,False,False,False
House01,2,12,13,221.8,222.6,0.799999999999983,0.002508,0.0006803388315727442,False,False,False
House01,2,13,14,238.4,242.8,4.400000000000006,0.02795,0.000377481866820988,False,False,False
House01,2,14,15,258.6,259.4,0.7999999999999545,0.118619,0.032177476819110554,False,True,False
House01,2,15,16,275.2,276.0,0.8000000000000114,0.133239,0.03614340732851624,False,True,False
House01,2,16,17,291.8,294.4,2.599999999999966,0.244645,0.014807861678177152,False,True,False
House01,3,1,2,20.2,21.2,1.0,0.070027,0.016079807131040492,False,False,False
House01,3,2,3,37.0,38.0,1.0,0.154081,0.03538053554425935,False,True,False
House01,3,3,4,53.8,54.8,1.0,0.222234,0.051030029245286136,False,True,False
House01,3,4,5,70.6,74.0,3.4000000000000057,5e-06,1.5538044271991225e-07,False,False,False
House01,3,5,6,89.8,91.0,1.2000000000000028,0.0,0.0,False,False,False
House01,3,6,7,106.8,107.8,1.0,0.000179,4.1102510124041404e-05,False,False,False
House01,3,7,8,123.6,126.6,3.0,0.000498,2.1598347296938684e-05,False,False,False
House01,3,8,9,142.4,145.0,2.5999999999999943,0.013923,0.0008427307247041862,False,False,False
House01,3,9,10,160.8,162.0,1.1999999999999886,5.2e-05,1.0107325311122385e-05,False,False,False
House01,3,10,11,177.8,181.6,3.799999999999983,0.007061,0.0001572272195810585,False,False,False
House01,3,11,12,197.4,198.2,0.799999999999983,0.003831,0.001039225703251668,False,False,False
House01,3,12,13,214.0,214.8,0.8000000000000114,0.015058,0.004084745664203406,False,False,False
House01,3,13,14,230.6,232.4,1.8000000000000114,0.056111,0.0066150581783852745,False,False,False
House01,3,14,15,248.2,249.0,0.8000000000000114,0.040361,0.0109486266272356,False,False,False
House01,3,15,16,264.8,265.8,1.0,0.020355,0.0046739753830997936,False,False,False
House01,3,16,17,281.6,283.8,2.1999999999999886,0.018613,0.0015723064986379429,False,False,False
House01,4,1,2,19.6,20.6,1.0,0.105272,0.024172868412168088,False,True,False
House01,4,2,3,36.4,37.4,1.0,0.101957,0.02341166829450777,False,True,False
House01,4,3,4,53.2,54.2,1.0,0.169524,0.03892660294004467,False,True,False
House01,4,4,5,70.0,73.8,3.799999999999997,0.108161,0.002408419954270879,False,False,False
House01,4,5,6,89.6,90.4,0.8000000000000114,0.0,0.0,False,False,False
House01,4,6,7,106.2,108.0,1.7999999999999972,0.0,0.0,False,False,False
House01,4,7,8,123.8,126.4,2.6000000000000085,1e-05,6.05279555199437e-07,False,False,False
House01,4,8,9,142.2,143.0,0.8000000000000114,0.008413,0.0022821732815077205,False,False,False
House01,4,9,10,158.8,161.0,2.1999999999999886,0.027927,0.0023590932997078298,False,False,False
House01,4,10,11,176.8,181.2,4.399999999999977,0.031425,0.0004244138699409599,False,False,False
House01,4,11,12,197.0,198.2,1.1999999999999886,0.004633,0.0009005238108928849,False,False,False
House01,4,12,13,214.0,216.0,2.0,0.052039,0.005193165797743375,False,False,False
House01,4,13,14,231.8,235.0,3.1999999999999886,0.010267,0.00037692272815730596,False,False,False
House01,4,14,15,250.8,251.6,0.799999999999983,0.041301,0.011203618055337284,False,False,False
House01,4,15,16,267.4,268.6,1.2000000000000455,0.028442,0.005528318201902487,False,False,False
House01,4,16,17,284.4,286.8,2.400000000000034,0.125478,0.008972345863359052,False,True,False
House01,5,1,2,18.6,19.6,1.0,0.15314,0.03516446033740615,False,True,False
House01,5,2,3,35.4,36.4,1.0,0.146805,0.03370979887575363,False,True,False
House01,5,3,4,52.2,53.2,1.0,0.120923,0.02776669738396346,False,True,False
House01,5,4,5,69.0,72.8,3.799999999999997,0.108484,0.002415612192186851,False,True,False
House01,5,5,6,88.6,89.8,1.2000000000000028,0.088123,0.017128612084462067,False,False,False
House01,5,6,7,105.6,106.4,0.8000000000000114,0.0,0.0,False,False,False
House01,5,7,8,122.2,125.2,3.0,0.0,0.0,False,False,False
House01,5,8,9,141.0,142.6,1.5999999999999943,0.0,0.0,False,False,False
House01,5,9,10,158.4,160.6,2.1999999999999886,0.0,0.0,False,False,False
House01,5,10,11,176.4,180.8,4.400000000000006,0.0,0.0,False,False,False
House01,5,11,12,196.6,197.4,0.8000000000000114,0.009565,0.0025946734146703137,False,False,False
House01,5,12,13,213.2,214.4,1.200000000000017,0.01923,0.00373776664870921,False,False,False
House01,5,13,14,230.2,233.2,3.0,0.021954,0.0009521488284276946,False,False,False
House01,5,14,15,249.0,249.8,0.8000000000000114,0.0024,0.000651041944088735,False,False,False
House01,5,15,16,265.6,266.4,0.7999999999999545,0.006351,0.0017228197445448969,False,False,False
House01,5,16,17,282.2,285.6,3.400000000000034,0.027023,0.0008397691407240178,False,False,False
House01,6,1,2,19.6,20.6,1.0,0.09629,0.02211039497119524,False,True,False
House01,6,2,3,36.4,37.4,1.0,0.163539,0.03755230951494753,False,True,False
House01,6,3,4,53.2,54.2,1.0,0.132668,0.030463619067800703,False,False,False
House01,6,4,5,70.0,73.4,3.4000000000000057,0.092899,0.002886937549647425,False,False,False
House01,6,5,6,89.2,90.0,0.7999999999999972,0.066771,0.018112800686978937,False,False,False
House01,6,6,7,105.8,108.0,2.200000000000003,0.000635,5.364071491081943e-05,False,False,False
House01,6,7,8,123.8,127.2,3.4000000000000057,0.0,0.0,False,False,False
House01,6,8,9,143.0,143.8,0.8000000000000114,0.0,0.0,False,False,False
House01,6,9,10,159.6,161.4,1.8000000000000114,0.0,0.0,False,False,False
House01,6,10,11,177.2,180.2,3.0,0.008204,0.0003558089181206526,False,False,False
House01,6,11,12,196.0,196.8,0.8000000000000114,0.046435,0.012596305280733506,False,False,False
House01,6,12,13,212.6,213.6,1.0,0.030171,0.006927954374036052,False,False,False
House01,6,13,14,229.4,233.2,3.799999999999983,0.131264,0.0029228542346817826,False,False,False
House01,6,14,15,249.0,250.4,1.4000000000000057,0.118202,0.019448016381633546,False,False,False
House01,6,15,16,266.2,267.0,0.8000000000000114,0.00198,0.0005371096038732065,False,False,False
House01,6,16,17,282.8,285.8,3.0,0.037064,0.001607472177136015,False,False,False
House01,7,1,2,19.8,20.8,1.0,0.041749,0.009586529023288297,False,False,False
House01,7,2,3,36.6,37.6,1.0,0.21224,0.048735177367187424,False,True,False
House01,7,3,4,53.4,54.4,1.0,0.182666,0.041944307901218704,False,True,False
House01,7,4,5,70.2,73.8,3.5999999999999943,0.084109,0.0022125159289920313,False,False,False
House01,7,5,6,89.6,90.4,0.8000000000000114,0.0443,0.012017149217971236,False,False,False
House01,7,6,7,106.2,107.6,1.3999999999999915,0.041097,0.006761773313784904,False,False,False
House01,7,7,8,123.4,126.4,3.0,0.000446,1.934309818159569e-05,False,False,False
House01,7,8,9,142.2,143.0,0.8000000000000114,0.0,0.0,False,False,False
House01,7,9,10,158.8,160.8,2.0,0.048847,0.004874624218804563,False,False,False
House01,7,10,11,176.6,178.6,2.0,0.0,0.0,False,False,False
House01,7,11,12,194.4,195.2,0.799999999999983,0.00739,0.002004666652839944,False,False,False
House01,7,12,13,211.0,213.6,2.5999999999999943,0.011469,0.0006941951218582427,False,False,False
House01,7,13,14,229.4,233.4,4.0,0.005922,0.000111621412077322,False,False,False
House01,7,14,15,249.2,250.0,0.8000000000000114,0.049088,0.013315977896428263,False,False,False
House01,7,15,16,265.8,269.2,3.3999999999999773,0.050642,0.0015737552760443968,False,False,False
House01,7,16,17,285.0,289.4,4.399999999999977,0.00892,0.00012047006268491209,False,True,False
House01,8,1,2,20.6,21.6,1.0,0.061901,0.014213890945185962,False,False,False
House01,8,2,3,37.4,38.6,1.2000000000000028,0.114646,0.02228393110805622,False,True,False
House01,8,3,4,54.4,55.4,1.0,0.172931,0.03970892837017098,False,True,False
House01,8,4,5,71.2,74.4,3.200000000000003,0.125018,0.0045896684161653364,False,True,False
House01,8,5,6,90.2,91.0,0.7999999999999972,0.218388,0.05924156170235516,False,True,False
House01,8,6,7,106.8,108.8,2.0,0.222338,0.02218793783774989,False,True,False
House01,8,7,8,124.6,127.4,2.8000000000000114,0.061852,0.0031690372083301916,False,False,False
House01,8,8,9,143.2,145.8,2.6000000000000227,2e-06,1.21055911039886e-07,False,False,False
House01,8,9,10,161.6,162.4,0.8000000000000114,0.0,0.0,False,False,False
House01,8,10,11,178.2,181.4,3.200000000000017,0.000235,8.62733428625351e-06,False,False,False
House01,8,11,12,197.2,198.0,0.8000000000000114,0.0,0.0,False,False,False
House01,8,12,13,213.8,214.6,0.799999999999983,0.0,0.0,False,False,False
House01,8,13,14,230.4,236.0,5.599999999999994,0.000179,8.893502490556058e-07,False,False,False
House01,8,14,15,251.8,252.4,0.5999999999999943,0.017137,0.005491802848869613,False,False,False
House01,8,15,16,268.2,269.0,0.8000000000000114,0.064205,0.017416728341757184,False,False,False
House01,8,16,17,284.8,287.8,3.0,0.100669,0.004366032176778154,False,False,False
House01,9,1,2,20.2,21.2,1.0,0.089642,0.020583861522566034,False,False,False
House01,9,2,3,37.0,38.0,1.0,0.078512,0.01802815796010469,False,False,False
House01,9,3,4,53.8,54.8,1.0,0.197711,0.04539898535829247,False,True,False
House01,9,4,5,70.6,72.6,2.0,0.135196,0.01349171281522922,False,False,False
House01,9,5,6,88.4,89.2,0.7999999999999972,0.037822,0.01025987850388518,False,False,False
House01,9,6,7,105.0,105.8,0.7999999999999972,0.03703,0.010045034662335896,False,False,False
House01,9,7,8,121.6,124.6,3.0,0.005788,0.00025102657460779337,False,True,False
House01,9,8,9,140.4,142.2,1.799999999999983,0.166753,0.019658904607301703,False,True,False
House01,9,9,10,158.0,161.2,3.1999999999999886,9e-06,3.3040854713312105e-07,False,False,False
House01,9,10,11,177.0,179.0,2.0,0.0,0.0,False,False,False
House01,9,11,12,194.8,195.6,0.799999999999983,0.000163,4.4216598702694305e-05,False,False,False
House01,9,12,13,211.4,214.6,3.1999999999999886,0.0,0.0,False,False,False
House01,9,13,14,230.4,233.0,2.5999999999999943,0.044962,0.0027214579360877417,False,False,False
House01,9,14,15,248.8,250.0,1.1999999999999886,0.006051,0.0011761427972615684,False,False,False
House01,9,15,16,265.8,267.0,1.1999999999999886,0.004789,0.0009308457868262521,False,False,False
House01,9,16,17,282.8,284.6,1.8000000000000114,0.032147,0.003789885677684437,False,False,False
House02,0,1,2,20.2,21.2,1.0,0.009436,0.002166722265533267,False,False,False
House02,0,2,3,37.0,38.0,1.0,0.0,0.0,False,False,False
House02,0,3,4,53.8,54.8,1.0,0.0,0.0,False,False,False
House02,0,4,5,70.6,74.8,4.200000000000003,0.0,0.0,False,False,False
House02,0,5,6,90.6,91.4,0.8000000000000114,0.0,0.0,False,False,False
House02,0,6,7,107.2,108.2,1.0,0.0,0.0,False,False,False
House02,0,7,8,124.0,125.6,1.5999999999999943,0.00279,0.00038857269219022685,False,False,False
House02,0,8,9,141.4,143.6,2.1999999999999886,0.09165,0.007742002396183713,False,True,False
House02,0,9,10,159.4,161.6,2.1999999999999886,0.346648,0.029282592980166854,False,True,False
House02,0,10,11,177.4,180.4,3.0,0.394299,0.01710081674866592,False,True,False
House02,0,11,12,196.2,197.0,0.8000000000000114,0.477402,0.12950363591327096,True,True,True
House02,0,12,13,212.8,213.6,0.799999999999983,0.54623,0.14817443379983258,True,True,True
House02,0,13,14,229.4,233.4,4.0,0.615747,0.01160596920337298,False,True,False
House02,0,14,15,249.2,250.0,0.8000000000000114,0.181724,0.049295810936492206,False,True,False
House02,0,15,16,265.8,267.0,1.1999999999999886,0.285063,0.05540816298393233,False,True,False
House02,0,16,17,282.8,284.4,1.599999999999966,0.643417,0.08961085157382262,False,True,False
House02,0,17,18,300.2,304.2,4.0,0.855192,0.016119172346712115,False,True,False
House02,1,1,2,20.2,21.2,1.0,0.89914,0.2064631896811765,True,True,True
House02,1,2,3,37.0,38.0,1.0,0.002055,0.00047187518606092233,False,False,False
House02,1,3,4,53.8,54.8,1.0,0.0,0.0,False,False,False
House02,1,4,5,70.6,76.0,5.400000000000006,0.0,0.0,False,False,False
House02,1,5,6,91.8,92.6,0.7999999999999972,0.0,0.0,False,False,False
House02,1,6,7,108.4,111.2,2.799999999999997,0.0,0.0,False,False,False
House02,1,7,8,127.0,129.2,2.1999999999999886,0.192989,0.016302469180983072,False,True,False
House02,1,8,9,145.0,148.2,3.1999999999999886,0.206432,0.0075785441335316055,False,False,False
House02,1,9,10,164.0,164.8,0.8000000000000114,0.074133,0.020109871850470917,False,False,False
House02,1,10,11,180.6,183.8,3.200000000000017,0.148462,0.00545034596938625,False,True,False
House02,1,11,12,199.6,201.0,1.4000000000000057,0.274568,0.045175233599028426,False,True,False
House02,1,12,13,216.8,217.6,0.799999999999983,0.639587,0.17349915162245486,True,True,True
House02,1,13,14,233.4,235.4,2.0,0.746132,0.07445929366440285,False,True,False
House02,1,14,15,251.2,252.6,1.4000000000000057,0.547382,0.0900618779970841,False,True,False
House02,1,15,16,268.4,269.2,0.8000000000000114,0.287808,0.07807294993512111,False,True,False
House02,1,16,17,285.0,287.2,2.1999999999999886,0.203911,0.01722508947744918,False,True,False
House02,2,1,2,19.4,20.4,1.0,0.869187,0.1995852931127664,True,True,True
House02,2,2,3,36.2,37.2,1.0,1.264404,0.2903361911222261,True,True,True
House02,2,3,4,53.0,54.0,1.0,0.000538,0.00012353715333371105,False,False,False
House02,2,4,5,69.8,72.2,2.4000000000000057,0.0,0.0,False,False,False
House02,2,5,6,88.0,90.6,2.5999999999999943,0.0,0.0,False,False,False
House02,2,6,7,106.4,107.2,0.7999999999999972,0.0,0.0,False,False,False
House02,2,7,8,123.0,126.2,3.200000000000003,0.0,0.0,False,False,False
House02,2,8,9,142.0,144.8,2.8000000000000114,0.00925,0.0004739312257817738,False,False,False
House02,2,9,10,160.6,162.6,2.0,0.127481,0.012721804205732686,False,True,False
House02,2,10,11,178.4,180.4,2.0,0.21717,0.021672203852801337,False,True,False
House02,2,11,12,196.2,197.0,0.8000000000000114,0.268839,0.07292727716952978,False,True,False
House02,2,12,13,212.8,214.4,1.5999999999999943,0.180984,0.02520625094027098,False,True,False
House02,2,13,14,230.2,231.8,1.6000000000000227,0.610679,0.08505132010538709,False,True,False
House02,2,14,15,247.6,249.0,1.4000000000000057,0.58525,0.09629237734853076,False,True,False
House02,2,15,16,264.8,265.6,0.8000000000000114,0.162634,0.044117314806219735,False,True,False
House02,2,16,17,281.4,283.6,2.2000000000000455,0.262064,0.022137480806911,False,True,False
House02,2,17,18,299.4,321.6,22.200000000000045,0.829126,4.046690605377854e-09,False,True,False
House02,3,1,2,20.0,21.0,1.0,0.807184,0.18534798062549857,True,True,True
House02,3,2,3,36.8,37.8,1.0,1.094771,0.25138455927936837,True,True,True
House02,3,3,4,53.6,54.6,1.0,1.049705,0.2410363708924966,True,True,True
House02,3,4,5,70.4,74.0,3.5999999999999943,5e-05,1.315267051678198e-06,False,False,False
House02,3,5,6,89.8,90.6,0.7999999999999972,0.0,0.0,False,False,False
House02,3,6,7,106.4,107.6,1.1999999999999886,0.0,0.0,False,False,False
House02,3,7,8,123.4,126.6,3.1999999999999886,0.0,0.0,False,False,False
House02,3,8,9,142.4,145.4,3.0,0.0,0.0,False,False,False
House02,3,9,10,161.2,162.2,1.0,0.008667,0.0019901422080729997,False,False,False
House02,3,10,11,178.0,182.2,4.199999999999989,0.037211,0.0005937013506135493,False,True,False
House02,3,11,12,198.0,199.4,1.4000000000000057,0.125795,0.020697308173529987,False,True,False
House02,3,12,13,215.2,216.0,0.8000000000000114,0.397652,0.1078700546461557,True,True,True
House02,3,13,14,231.8,233.4,1.5999999999999943,0.335646,0.046746548330781686,False,True,False
House02,3,14,15,249.2,250.0,0.8000000000000114,0.294788,0.07996639692251252,False,True,False
House02,3,15,16,265.8,266.8,1.0,0.154811,0.03554816030621774,False,True,False
House02,3,16,17,282.6,284.2,1.599999999999966,0.566821,0.07894306880285369,False,True,False
House02,3,17,18,300.0,301.2,1.1999999999999886,0.677593,0.13170486306806445,True,True,True
House02,4,1,2,18.2,19.2,1.0,0.721562,0.16568720340851156,True,True,True
House02,4,2,3,35.0,36.0,1.0,1.144933,0.2629029062784866,True,True,True
House02,4,3,4,51.8,53.2,1.4000000000000057,0.914733,0.1505028880122231,True,True,True
House02,4,4,5,69.0,71.4,2.4000000000000057,0.951082,0.06800743276443245,False,True,False
House02,4,5,6,87.2,88.0,0.7999999999999972,7e-06,1.8988723369255e-06,False,False,False
House02,4,6,7,103.8,104.8,1.0,0.0,0.0,False,False,False
House02,4,7,8,120.6,125.8,5.200000000000003,0.0,0.0,False,False,False
House02,4,8,9,141.6,146.4,4.800000000000011,0.0,0.0,False,False,False
House02,4,9,10,162.2,163.2,1.0,0.038638,0.008872171989791688,False,False,False
House02,4,10,11,179.0,182.0,3.0,0.077951,0.0033807485344250357,False,True,False
House02,4,11,12,197.8,198.4,0.5999999999999943,0.153138,0.0490753168390147,False,True,False
House02,4,12,13,214.2,215.0,0.8000000000000114,0.183639,0.04981528815437968,False,True,False
House02,4,13,14,230.8,233.0,2.1999999999999886,0.314964,0.026606132490033907,False,True,False
House02,4,14,15,248.8,250.0,1.1999999999999886,0.167142,0.032487664752915736,False,True,False
House02,4,15,16,265.8,266.8,1.0,0.621355,0.14267737529678073,True,True,True
House02,4,16,17,282.6,284.4,1.7999999999999545,0.658866,0.07767526726952287,False,True,False
House02,5,1,2,20.6,21.6,1.0,0.675603,0.15513396171694271,True,True,True
House02,5,2,3,37.4,38.4,1.0,1.103844,0.25346792840984567,True,True,True
House02,5,3,4,54.2,55.2,1.0,0.925263,0.2124616303067091,True,True,True
House02,5,4,5,71.0,74.8,3.799999999999997,0.905907,0.020171822519333856,False,True,False
House02,5,5,6,90.6,91.4,0.8000000000000114,0.084126,0.02282064774517039,False,False,False
House02,5,6,7,107.2,108.2,1.0,0.0,0.0,False,False,False
House02,5,7,8,124.0,129.4,5.400000000000006,0.0,0.0,False,False,False
House02,5,8,9,145.2,150.2,5.0,0.0,0.0,False,False,False
House02,5,9,10,166.0,167.2,1.1999999999999886,0.023763,0.004618853295542332,False,False,False
House02,5,10,11,183.0,187.2,4.199999999999989,0.050841,0.0008111679440634075,False,True,False
House02,5,11,12,203.0,205.4,2.4000000000000057,0.185826,0.01328754954975851,False,False,False
House02,5,12,13,221.2,222.2,1.0,0.072462,0.016638939042504408,False,False,False
House02,5,13,14,238.0,241.0,3.0,0.162909,0.007065391887142539,False,True,False
House02,5,14,15,256.8,258.2,1.3999999999999773,0.425203,0.06995951768599451,False,True,False
House02,5,15,16,274.0,274.8,0.8000000000000114,0.20222,0.05485570913901001,False,True,False
House02,5,16,17,290.6,293.2,2.599999999999966,0.083095,0.005029570463929901,False,False,False
House02,6,1,2,19.2,20.2,1.0,0.763136,0.17523354841352218,True,True,True
House02,6,2,3,36.0,37.0,1.0,1.034765,0.23760580384638944,True,True,True
House02,6,3,4,52.8,53.8,1.0,0.980299,0.22509915962060154,True,True,True
House02,6,4,5,69.6,73.0,3.4000000000000057,0.915598,0.02845320451869324,False,True,False
House02,6,5,6,88.8,89.6,0.7999999999999972,0.951469,0.25810259479173836,True,True,True
House02,6,6,7,105.4,106.4,1.0,0.071061,0.016317237273321267,False,False,False
House02,6,7,8,122.2,127.8,5.599999999999994,0.0,0.0,False,False,False
House02,6,8,9,143.6,146.2,2.5999999999999943,0.0,0.0,False,False,False
House02,6,9,10,162.0,164.4,2.4000000000000057,0.004612,0.00032978258437186533,False,False,False
House02,6,10,11,180.2,184.6,4.400000000000006,0.0,0.0,False,False,False
House02,6,11,12,200.4,201.2,0.799999999999983,0.178648,0.04846139217815296,False,True,False
House02,6,12,13,217.0,220.0,3.0,0.169132,0.007335284488003683,False,False,False
House02,6,13,14,235.8,239.4,3.5999999999999943,0.187437,0.004930594207308128,False,True,False
House02,6,14,15,255.2,256.2,1.0,0.236821,0.054379539385953135,False,True,False
House02,6,15,16,272.0,272.8,0.8000000000000114,0.217006,0.05886667004955003,False,True,False
House02,6,16,17,288.6,292.4,3.7999999999999545,0.363308,0.00808977576710899,False,True,False
House02,7,1,2,19.8,20.8,1.0,0.69601,0.15981987749404505,True,True,True
House02,7,2,3,36.6,37.6,1.0,1.014003,0.2328383719179238,True,True,True
House02,7,3,4,53.4,54.4,1.0,0.965751,0.2217586047754364,True,True,True
House02,7,4,5,70.2,73.8,3.5999999999999943,0.901282,0.023708530377412593,False,True,False
House02,7,5,6,89.6,90.4,0.8000000000000114,0.871117,0.23630571050364446,True,True,True
House02,7,6,7,106.2,107.2,1.0,0.955716,0.21945433835591263,True,True,True
House02,7,7,8,123.0,128.2,5.199999999999989,0.006743,4.675604705354314e-05,False,False,False
House02,7,8,9,144.0,148.2,4.199999999999989,0.0,0.0,False,False,False
House02,7,9,10,164.0,165.0,1.0,0.0,0.0,False,False,False
House02,7,10,11,180.8,184.2,3.3999999999999773,0.0,0.0,False,False,False
House02,7,11,12,200.0,200.8,0.8000000000000114,0.051584,0.013993061518280548,False,False,False
House02,7,12,13,216.6,217.4,0.8000000000000114,0.069453,0.018840340059497886,False,False,False
House02,7,13,14,233.2,237.2,4.0,0.117972,0.0022236070965190526,False,True,False
House02,7,14,15,253.0,253.8,0.8000000000000114,0.172309,0.04674182764332744,False,True,False
House02,7,15,16,269.6,270.4,0.7999999999999545,0.343796,0.0932606734208089,False,True,False
House02,7,16,17,286.2,288.8,2.6000000000000227,0.282734,0.017113310975975564,False,True,False
House02,8,1,2,25.6,26.6,1.0,0.718217,0.16491911460200362,True,True,True
House02,8,2,3,42.4,43.4,1.0,1.027885,0.23602599787067208,True,True,True
House02,8,3,4,59.2,60.2,1.0,0.897246,0.20602828379193108,True,True,True
House02,8,4,5,76.0,79.4,3.4000000000000057,0.903904,0.02808980073925991,False,True,False
House02,8,5,6,95.2,96.2,1.0,0.87318,0.20050217759838257,True,True,True
House02,8,6,7,112.0,113.2,1.2000000000000028,0.894661,0.17389672634949924,True,True,True
House02,8,7,8,129.0,134.0,5.0,1.036711,0.008492288657020486,False,False,False
House02,8,8,9,149.8,154.0,4.199999999999989,0.0,0.0,False,False,False
House02,8,9,10,169.8,170.8,1.0,0.0,0.0,False,False,False
House02,8,10,11,186.6,191.2,4.599999999999994,0.0,0.0,False,False,False
House02,8,11,12,207.0,207.8,0.8000000000000114,0.017251,0.004679635240614487,False,False,False
House02,8,12,13,223.6,224.4,0.8000000000000114,0.057556,0.015613070889154684,False,False,False
House02,8,13,14,240.2,244.0,3.8000000000000114,0.168326,0.0037481134348110235,False,True,False
House02,8,14,15,259.8,260.6,0.8000000000000114,0.292414,0.07932240793281808,False,True,False
House02,8,15,16,276.4,277.8,1.400000000000034,0.459857,0.07566121105572364,False,True,False
House02,8,16,17,293.6,297.0,3.3999999999999773,0.243363,0.007562770136329381,False,True,False
House02,9,1,2,25.6,26.6,1.0,0.614749,0.1411604860125382,True,True,True
House02,9,2,3,42.4,43.4,1.0,1.035705,0.23782164943028108,True,True,True
House02,9,3,4,59.2,60.2,1.0,0.764644,0.17557981983959509,True,True,True
House02,9,4,5,76.0,79.4,3.4000000000000057,0.860154,0.026730221865460677,False,True,False
House02,9,5,6,95.2,96.0,0.7999999999999972,0.925075,0.25094276101162244,True,True,True
House02,9,6,7,111.8,112.8,1.0,0.833841,0.19146903991251854,True,True,True
House02,9,7,8,128.6,133.6,5.0,0.947582,0.007762182392389765,False,True,False
House02,9,8,9,149.4,153.6,4.199999999999989,7e-06,1.1168497095737403e-07,False,False,False
House02,9,9,10,169.4,170.4,1.0,0.0,0.0,False,False,False
House02,9,10,11,186.2,190.8,4.600000000000023,0.0,0.0,False,False,False
House02,9,11,12,206.6,207.4,0.8000000000000114,0.004007,0.0010869687791514842,False,False,False
