candidate_id,source_sample,source_x,source_y,qx,qy
quadtree_24_25_1_1,6,-0.17370434105396270752,-0.314859688282012939453,0.587651511206374710383,0.217133372458169271457
quadtree_24_25_1_1,7,-0.167769998311996459961,-0.0924797356128692626953,0.607432613219489159206,0.958400585009991923258
quadtree_26_27_2_2,0,0.410649627447128295898,0.433788686990737915039,0.267749208054421428127,0.35631382261803828948
quadtree_26_27_2_2,1,0.439327359199523925781,0.785934031009674072266,0.315545396085936735719,0.943222365595167255847
quadtree_26_27_2_2,2,0.826759696006774902344,0.364004433155059814453,0.961265516014418341939,0.240006800243132645267
quadtree_26_27_2_2,3,0.270848065614700317383,0.645624995231628417969,0.0347467436809578145152,0.709374106664015791068
quadtree_26_27_2_2,4,0.838866770267486572266,0.286579161882400512695,0.981444031334389066501,0.110964766855149055136
quadtree_26_27_2_2,5,0.797419428825378417969,0.236693173646926879883,0.91236517664386629356,0.0278214978145989166869
quadtree_26_27_2_2,6,0.602591156959533691406,0.350280374288558959961,0.587651511206374710383,0.217133372458169271457
quadtree_26_27_2_2,7,0.614459812641143798828,0.795040965080261230469,0.607432613219489159206,0.958400585009991923258
quadtree_28_27_1_1,0,0.930325210094451904297,0.326894491910934448242,0.267749208054421428127,0.35631382261803828948
quadtree_28_27_1_1,1,0.944664061069488525391,0.502967178821563720703,0.315545396085936735719,0.943222365595167255847
quadtree_28_27_1_1,2,1.13838016986846923828,0.292002350091934204102,0.961265516014418341939,0.240006800243132645267
quadtree_28_27_1_1,3,0.860424399375915527344,0.432812631130218505859,0.0347467436809578145152,0.709374106664015791068
quadtree_28_27_1_1,4,1.14443373680114746094,0.25328972935676574707,0.981444031334389066501,0.110964766855149055136
quadtree_28_27_1_1,5,1.12371015548706054688,0.228346720337867736816,0.91236517664386629356,0.0278214978145989166869
quadtree_28_27_1_1,6,1.02629590034484863281,0.285140305757522583008,0.587651511206374710383,0.217133372458169271457
quadtree_28_27_1_1,7,1.03223025798797607422,0.507520616054534912109,0.607432613219489159206,0.958400585009991923258
quadtree_6_10_2_3,0,-5.58935070037841796875,-4.55931758880615234375,0.267749208054421428127,0.35631382261803828948
quadtree_6_10_2_3,1,-5.560672760009765625,-4.03109979629516601562,0.315545396085936735719,0.943222365595167255847
quadtree_6_10_2_3,2,-5.17324066162109375,-4.66399383544921875,0.961265516014418341939,0.240006800243132645267
quadtree_6_10_2_3,3,-5.72915172576904296875,-4.24156332015991210938,0.0347467436809578145152,0.709374106664015791068
quadtree_6_10_2_3,4,-5.16113376617431640625,-4.78013181686401367188,0.981444031334389066501,0.110964766855149055136
quadtree_6_10_2_3,5,-5.20258092880249023438,-4.85496091842651367188,0.91236517664386629356,0.0278214978145989166869
quadtree_6_10_2_3,6,-5.39740896224975585938,-4.6845798492431640625,0.587651511206374710383,0.217133372458169271457
quadtree_6_10_2_3,7,-5.38554048538208007812,-4.01743936538696289062,0.607432613219489159206,0.958400585009991923258
quadtree_4_5_4_5,0,-6.02870130538940429688,-5.8455295562744140625,0.267749208054421428127,0.35631382261803828948
quadtree_4_5_4_5,1,-5.9713459014892578125,-4.96516656875610351562,0.315545396085936735719,0.943222365595167255847
quadtree_4_5_4_5,2,-5.1964817047119140625,-6.01998996734619140625,0.961265516014418341939,0.240006800243132645267
quadtree_4_5_4_5,3,-6.30830430984497070312,-5.3159389495849609375,0.0347467436809578145152,0.709374106664015791068
quadtree_4_5_4_5,4,-5.17226743698120117188,-6.21355295181274414062,0.981444031334389066501,0.110964766855149055136
quadtree_4_5_4_5,5,-5.25516176223754882812,-6.33826780319213867188,0.91236517664386629356,0.0278214978145989166869
quadtree_4_5_4_5,6,-5.64481830596923828125,-6.05429983139038085938,0.587651511206374710383,0.217133372458169271457
quadtree_4_5_4_5,7,-5.62108087539672851562,-4.94239902496337890625,0.607432613219489159206,0.958400585009991923258
quadtree_15_10_1_2,0,-2.96967530250549316406,-4.66621160507202148438,0.267749208054421428127,0.35631382261803828948
quadtree_15_10_1_2,1,-2.95533657073974609375,-4.31406641006469726562,0.315545396085936735719,0.943222365595167255847
quadtree_15_10_1_2,2,-2.76162028312683105469,-4.73599576950073242188,0.961265516014418341939,0.240006800243132645267
quadtree_15_10_1_2,3,-3.03957605361938476562,-4.45437526702880859375,0.0347467436809578145152,0.709374106664015791068
quadtree_15_10_1_2,4,-2.75556683540344238281,-4.8134212493896484375,0.981444031334389066501,0.110964766855149055136
quadtree_15_10_1_2,5,-2.77629041671752929688,-4.86330699920654296875,0.91236517664386629356,0.0278214978145989166869
quadtree_15_10_1_2,6,-2.87370467185974121094,-4.74972009658813476562,0.587651511206374710383,0.217133372458169271457
quadtree_15_10_1_2,7,-2.86777019500732421875,-4.30495929718017578125,0.607432613219489159206,0.958400585009991923258
quadtree_17_10_1_2,0,-2.36967515945434570312,-4.66621160507202148438,0.267749208054421428127,0.35631382261803828948
quadtree_17_10_1_2,1,-2.35533618927001953125,-4.31406641006469726562,0.315545396085936735719,0.943222365595167255847
quadtree_17_10_1_2,2,-2.16162037849426269531,-4.73599576950073242188,0.961265516014418341939,0.240006800243132645267
quadtree_17_10_1_2,3,-2.43957591056823730469,-4.45437526702880859375,0.0347467436809578145152,0.709374106664015791068
quadtree_17_10_1_2,4,-2.15556693077087402344,-4.8134212493896484375,0.981444031334389066501,0.110964766855149055136
quadtree_17_10_1_2,5,-2.1762905120849609375,-4.86330699920654296875,0.91236517664386629356,0.0278214978145989166869
quadtree_17_10_1_2,6,-2.27370452880859375,-4.74972009658813476562,0.587651511206374710383,0.217133372458169271457
quadtree_17_10_1_2,7,-2.26777029037475585938,-4.30495929718017578125,0.607432613219489159206,0.958400585009991923258
quadtree_19_14_1_1,0,-1.76967525482177734375,-3.57310581207275390625,0.267749208054421428127,0.35631382261803828948
quadtree_19_14_1_1,1,-1.75533640384674072266,-3.39703345298767089844,0.315545396085936735719,0.943222365595167255847
quadtree_19_14_1_1,2,-1.56162047386169433594,-3.607997894287109375,0.961265516014418341939,0.240006800243132645267
quadtree_19_14_1_1,3,-1.83957588672637939453,-3.4671878814697265625,0.0347467436809578145152,0.709374106664015791068
quadtree_19_14_1_1,4,-1.55556702613830566406,-3.64671039581298828125,0.981444031334389066501,0.110964766855149055136
quadtree_19_14_1_1,5,-1.57629060745239257812,-3.67165327072143554688,0.91236517664386629356,0.0278214978145989166869
quadtree_19_14_1_1,6,-1.67370462417602539062,-3.61485981941223144531,0.587651511206374710383,0.217133372458169271457
quadtree_19_14_1_1,7,-1.66777026653289794922,-3.39247989654541015625,0.607432613219489159206,0.958400585009991923258
quadtree_26_5_2_3,0,0.410649627447128295898,-6.05931758880615234375,0.267749208054421428127,0.35631382261803828948
quadtree_26_5_2_3,1,0.439327359199523925781,-5.53109979629516601562,0.315545396085936735719,0.943222365595167255847
quadtree_26_5_2_3,2,0.826759696006774902344,-6.16399383544921875,0.961265516014418341939,0.240006800243132645267
quadtree_26_5_2_3,3,0.270848065614700317383,-5.74156332015991210938,0.0347467436809578145152,0.709374106664015791068
quadtree_26_5_2_3,4,0.838866770267486572266,-6.28013181686401367188,0.981444031334389066501,0.110964766855149055136
quadtree_26_5_2_3,5,0.797419428825378417969,-6.35496091842651367188,0.91236517664386629356,0.0278214978145989166869
quadtree_26_5_2_3,6,0.602591156959533691406,-6.1845798492431640625,0.587651511206374710383,0.217133372458169271457
quadtree_26_5_2_3,7,0.614459812641143798828,-5.51743936538696289062,0.607432613219489159206,0.958400585009991923258
quadtree_26_1_2_4,0,0.410649627447128295898,-7.15242338180541992188,0.267749208054421428127,0.35631382261803828948
quadtree_26_1_2_4,1,0.439327359199523925781,-6.4481334686279296875,0.315545396085936735719,0.943222365595167255847
quadtree_26_1_2_4,2,0.826759696006774902344,-7.29199171066284179688,0.961265516014418341939,0.240006800243132645267
quadtree_26_1_2_4,3,0.270848065614700317383,-6.72875118255615234375,0.0347467436809578145152,0.709374106664015791068
quadtree_26_1_2_4,4,0.838866770267486572266,-7.446842193603515625,0.981444031334389066501,0.110964766855149055136
quadtree_26_1_2_4,5,0.797419428825378417969,-7.54661417007446289062,0.91236517664386629356,0.0278214978145989166869
quadtree_26_1_2_4,6,0.602591156959533691406,-7.31943988800048828125,0.587651511206374710383,0.217133372458169271457
quadtree_26_1_2_4,7,0.614459812641143798828,-6.42991924285888671875,0.607432613219489159206,0.958400585009991923258
quadtree_25_1_1_2,0,0.0303249713033437728882,-7.36621189117431640625,0.267749208054421428127,0.35631382261803828948
quadtree_25_1_1_2,1,0.0446638129651546478271,-7.0140666961669921875,0.315545396085936735719,0.943222365595167255847
quadtree_25_1_1_2,2,0.23837967216968536377,-7.43599605560302734375,0.961265516014418341939,0.240006800243132645267
quadtree_25_1_1_2,3,-0.0395756997168064117432,-7.15437555313110351562,0.0347467436809578145152,0.709374106664015791068
quadtree_25_1_1_2,4,0.24443320930004119873,-7.51342105865478515625,0.981444031334389066501,0.110964766855149055136
quadtree_25_1_1_2,5,0.223709583282470703125,-7.5633068084716796875,0.91236517664386629356,0.0278214978145989166869
quadtree_25_1_1_2,6,0.126295566558837890625,-7.44971990585327148438,0.587651511206374710383,0.217133372458169271457
quadtree_25_1_1_2,7,0.132229894399642944336,-7.00495958328247070312,0.607432613219489159206,0.958400585009991923258
quadtree_24_3_2_5,0,-0.189350411295890808105,-6.44552946090698242188,0.267749208054421428127,0.35631382261803828948
quadtree_24_3_2_5,1,-0.16067269444465637207,-5.565166473388671875,0.315545396085936735719,0.943222365595167255847
quadtree_24_3_2_5,2,0.226759314537048339844,-6.61998987197875976562,0.961265516014418341939,0.240006800243132645267
quadtree_24_3_2_5,3,-0.329151868820190429688,-5.91593885421752929688,0.0347467436809578145152,0.709374106664015791068
quadtree_24_3_2_5,4,0.238866418600082397461,-6.8135528564453125,0.981444031334389066501,0.110964766855149055136
quadtree_24_3_2_5,5,0.197419106960296630859,-6.93826770782470703125,0.91236517664386629356,0.0278214978145989166869
quadtree_24_3_2_5,6,0.00259094615466892719269,-6.65429973602294921875,0.587651511206374710383,0.217133372458169271457
quadtree_24_3_2_5,7,0.0144596053287386894226,-5.54239892959594726562,0.607432613219489159206,0.958400585009991923258
quadtree_23_3_1_2,0,-0.569675266742706298828,-6.76621198654174804688,0.267749208054421428127,0.35631382261803828948
quadtree_23_3_1_2,1,-0.555336415767669677734,-6.41406679153442382812,0.315545396085936735719,0.943222365595167255847
quadtree_23_3_1_2,2,-0.361620247364044189453,-6.83599615097045898438,0.961265516014418341939,0.240006800243132645267
quadtree_23_3_1_2,3,-0.639576077461242675781,-6.55437564849853515625,0.0347467436809578145152,0.709374106664015791068
quadtree_23_3_1_2,4,-0.355566710233688354492,-6.91342115402221679688,0.981444031334389066501,0.110964766855149055136
quadtree_23_3_1_2,5,-0.376290380954742431641,-6.96330690383911132812,0.91236517664386629356,0.0278214978145989166869
quadtree_23_3_1_2,6,-0.473704516887664794922,-6.849720001220703125,0.587651511206374710383,0.217133372458169271457
quadtree_23_3_1_2,7,-0.467770189046859741211,-6.40495967864990234375,0.607432613219489159206,0.958400585009991923258
quadtree_21_4_2_1,0,-1.08935046195983886719,-6.57310628890991210938,0.267749208054421428127,0.35631382261803828948
quadtree_21_4_2_1,1,-1.060672760009765625,-6.39703321456909179688,0.315545396085936735719,0.943222365595167255847
quadtree_21_4_2_1,2,-0.673240780830383300781,-6.60799837112426757812,0.961265516014418341939,0.240006800243132645267
quadtree_21_4_2_1,3,-1.22915196418762207031,-6.4671878814697265625,0.0347467436809578145152,0.709374106664015791068
quadtree_21_4_2_1,4,-0.661133646965026855469,-6.64671087265014648438,0.981444031334389066501,0.110964766855149055136
quadtree_21_4_2_1,5,-0.702580988407135009766,-6.67165374755859375,0.91236517664386629356,0.0278214978145989166869
quadtree_21_4_2_1,6,-0.897409141063690185547,-6.61486005783081054688,0.587651511206374710383,0.217133372458169271457
quadtree_21_4_2_1,7,-0.885540485382080078125,-6.39247989654541015625,0.607432613219489159206,0.958400585009991923258
quadtree_20_3_1_2,0,-1.46967542171478271484,-6.76621198654174804688,0.267749208054421428127,0.35631382261803828948
quadtree_20_3_1_2,1,-1.45533657073974609375,-6.41406679153442382812,0.315545396085936735719,0.943222365595167255847
quadtree_20_3_1_2,2,-1.26162040233612060547,-6.83599615097045898438,0.961265516014418341939,0.240006800243132645267
quadtree_20_3_1_2,3,-1.53957617282867431641,-6.55437564849853515625,0.0347467436809578145152,0.709374106664015791068
quadtree_20_3_1_2,4,-1.25556683540344238281,-6.91342115402221679688,0.981444031334389066501,0.110964766855149055136
quadtree_20_3_1_2,5,-1.27629041671752929688,-6.96330690383911132812,0.91236517664386629356,0.0278214978145989166869
quadtree_20_3_1_2,6,-1.37370467185974121094,-6.849720001220703125,0.587651511206374710383,0.217133372458169271457
quadtree_20_3_1_2,7,-1.36777031421661376953,-6.40495967864990234375,0.607432613219489159206,0.958400585009991923258
quadtree_16_2_1_2,0,-2.66967511177062988281,-7.06621217727661132812,0.267749208054421428127,0.35631382261803828948
quadtree_16_2_1_2,1,-2.6553363800048828125,-6.71406698226928710938,0.315545396085936735719,0.943222365595167255847
quadtree_16_2_1_2,2,-2.46162009239196777344,-7.13599634170532226562,0.961265516014418341939,0.240006800243132645267
quadtree_16_2_1_2,3,-2.73957586288452148438,-6.8543758392333984375,0.0347467436809578145152,0.709374106664015791068
quadtree_16_2_1_2,4,-2.45556664466857910156,-7.21342134475708007812,0.981444031334389066501,0.110964766855149055136
quadtree_16_2_1_2,5,-2.47629022598266601562,-7.26330709457397460938,0.91236517664386629356,0.0278214978145989166869
quadtree_16_2_1_2,6,-2.57370448112487792969,-7.14972019195556640625,0.587651511206374710383,0.217133372458169271457
quadtree_16_2_1_2,7,-2.5677700042724609375,-6.704959869384765625,0.607432613219489159206,0.958400585009991923258
quadtree_17_3_1_2,0,-2.36967515945434570312,-6.76621198654174804688,0.267749208054421428127,0.35631382261803828948
quadtree_17_3_1_2,1,-2.35533618927001953125,-6.41406679153442382812,0.315545396085936735719,0.943222365595167255847
quadtree_17_3_1_2,2,-2.16162037849426269531,-6.83599615097045898438,0.961265516014418341939,0.240006800243132645267
quadtree_17_3_1_2,3,-2.43957591056823730469,-6.55437564849853515625,0.0347467436809578145152,0.709374106664015791068
quadtree_17_3_1_2,4,-2.15556693077087402344,-6.91342115402221679688,0.981444031334389066501,0.110964766855149055136
quadtree_17_3_1_2,5,-2.1762905120849609375,-6.96330690383911132812,0.91236517664386629356,0.0278214978145989166869
quadtree_17_3_1_2,6,-2.27370452880859375,-6.849720001220703125,0.587651511206374710383,0.217133372458169271457
quadtree_17_3_1_2,7,-2.26777029037475585938,-6.40495967864990234375,0.607432613219489159206,0.958400585009991923258
quadtree_14_4_3_1,0,-3.10902547836303710938,-6.57310628890991210938,0.267749208054421428127,0.35631382261803828948
quadtree_14_4_3_1,1,-3.06600904464721679688,-6.39703321456909179688,0.315545396085936735719,0.943222365595167255847
quadtree_14_4_3_1,2,-2.48486089706420898438,-6.60799837112426757812,0.961265516014418341939,0.240006800243132645267
quadtree_14_4_3_1,3,-3.31872773170471191406,-6.4671878814697265625,0.0347467436809578145152,0.709374106664015791068
quadtree_14_4_3_1,4,-2.46670007705688476562,-6.64671087265014648438,0.981444031334389066501,0.110964766855149055136
quadtree_14_4_3_1,5,-2.52887105941772460938,-6.67165374755859375,0.91236517664386629356,0.0278214978145989166869
quadtree_14_4_3_1,6,-2.82111358642578125,-6.61486005783081054688,0.587651511206374710383,0.217133372458169271457
quadtree_14_4_3_1,7,-2.803310394287109375,-6.39247989654541015625,0.607432613219489159206,0.958400585009991923258
quadtree_15_5_3_5,0,-2.80902576446533203125,-5.8455295562744140625,0.267749208054421428127,0.35631382261803828948
quadtree_15_5_3_5,1,-2.76600933074951171875,-4.96516656875610351562,0.315545396085936735719,0.943222365595167255847
quadtree_15_5_3_5,2,-2.18486118316650390625,-6.01998996734619140625,0.961265516014418341939,0.240006800243132645267
quadtree_15_5_3_5,3,-3.01872801780700683594,-5.3159389495849609375,0.0347467436809578145152,0.709374106664015791068
quadtree_15_5_3_5,4,-2.1667003631591796875,-6.21355295181274414062,0.981444031334389066501,0.110964766855149055136
quadtree_15_5_3_5,5,-2.22887134552001953125,-6.33826780319213867188,0.91236517664386629356,0.0278214978145989166869
quadtree_15_5_3_5,6,-2.52111387252807617188,-6.05429983139038085938,0.587651511206374710383,0.217133372458169271457
quadtree_15_5_3_5,7,-2.50331068038940429688,-4.94239902496337890625,0.607432613219489159206,0.958400585009991923258
quadtree_26_14_2_3,0,0.410649627447128295898,-3.35931730270385742188,0.267749208054421428127,0.35631382261803828948
quadtree_26_14_2_3,1,0.439327359199523925781,-2.83109951019287109375,0.315545396085936735719,0.943222365595167255847
quadtree_26_14_2_3,2,0.826759696006774902344,-3.46399378776550292969,0.961265516014418341939,0.240006800243132645267
quadtree_26_14_2_3,3,0.270848065614700317383,-3.0415630340576171875,0.0347467436809578145152,0.709374106664015791068
quadtree_26_14_2_3,4,0.838866770267486572266,-3.58013153076171875,0.981444031334389066501,0.110964766855149055136
quadtree_26_14_2_3,5,0.797419428825378417969,-3.65496039390563964844,0.91236517664386629356,0.0278214978145989166869
quadtree_26_14_2_3,6,0.602591156959533691406,-3.48457980155944824219,0.587651511206374710383,0.217133372458169271457
quadtree_26_14_2_3,7,0.614459812641143798828,-2.81743931770324707031,0.607432613219489159206,0.958400585009991923258
quadtree_23_14_1_3,0,-0.569675266742706298828,-3.35931730270385742188,0.267749208054421428127,0.35631382261803828948
quadtree_23_14_1_3,1,-0.555336415767669677734,-2.83109951019287109375,0.315545396085936735719,0.943222365595167255847
quadtree_23_14_1_3,2,-0.361620247364044189453,-3.46399378776550292969,0.961265516014418341939,0.240006800243132645267
quadtree_23_14_1_3,3,-0.639576077461242675781,-3.0415630340576171875,0.0347467436809578145152,0.709374106664015791068
quadtree_23_14_1_3,4,-0.355566710233688354492,-3.58013153076171875,0.981444031334389066501,0.110964766855149055136
quadtree_23_14_1_3,5,-0.376290380954742431641,-3.65496039390563964844,0.91236517664386629356,0.0278214978145989166869
quadtree_23_14_1_3,6,-0.473704516887664794922,-3.48457980155944824219,0.587651511206374710383,0.217133372458169271457
quadtree_23_14_1_3,7,-0.467770189046859741211,-2.81743931770324707031,0.607432613219489159206,0.958400585009991923258
quadtree_24_12_2_5,0,-0.189350411295890808105,-3.74552893638610839844,0.267749208054421428127,0.35631382261803828948
quadtree_24_12_2_5,1,-0.16067269444465637207,-2.86516618728637695312,0.315545396085936735719,0.943222365595167255847
quadtree_24_12_2_5,2,0.226759314537048339844,-3.91998958587646484375,0.961265516014418341939,0.240006800243132645267
quadtree_24_12_2_5,3,-0.329151868820190429688,-3.215938568115234375,0.0347467436809578145152,0.709374106664015791068
quadtree_24_12_2_5,4,0.238866418600082397461,-4.11355257034301757812,0.981444031334389066501,0.110964766855149055136
quadtree_24_12_2_5,5,0.197419106960296630859,-4.23826742172241210938,0.91236517664386629356,0.0278214978145989166869
quadtree_24_12_2_5,6,0.00259094615466892719269,-3.95429968833923339844,0.587651511206374710383,0.217133372458169271457
quadtree_24_12_2_5,7,0.0144596053287386894226,-2.84239888191223144531,0.607432613219489159206,0.958400585009991923258
quadtree_20_5_4_3,0,-1.22870111465454101562,-6.05931758880615234375,0.267749208054421428127,0.35631382261803828948
quadtree_20_5_4_3,1,-1.17134559154510498047,-5.53109979629516601562,0.315545396085936735719,0.943222365595167255847
quadtree_20_5_4_3,2,-0.396481305360794067383,-6.16399383544921875,0.961265516014418341939,0.240006800243132645267
quadtree_20_5_4_3,3,-1.50830411911010742188,-5.74156332015991210938,0.0347467436809578145152,0.709374106664015791068
quadtree_20_5_4_3,4,-0.372267067432403564453,-6.28013181686401367188,0.981444031334389066501,0.110964766855149055136
quadtree_20_5_4_3,5,-0.455161720514297485352,-6.35496091842651367188,0.91236517664386629356,0.0278214978145989166869
quadtree_20_5_4_3,6,-0.844818234443664550781,-6.1845798492431640625,0.587651511206374710383,0.217133372458169271457
quadtree_20_5_4_3,7,-0.821080863475799560547,-5.51743936538696289062,0.607432613219489159206,0.958400585009991923258
quadtree_12_19_5_5,0,-3.5483760833740234375,-1.64552915096282958984,0.267749208054421428127,0.35631382261803828948
quadtree_12_19_5_5,1,-3.47668194770812988281,-0.76516628265380859375,0.315545396085936735719,0.943222365595167255847
quadtree_12_19_5_5,2,-2.50810146331787109375,-1.81998968124389648438,0.961265516014418341939,0.240006800243132645267
quadtree_12_19_5_5,3,-3.89787983894348144531,-1.11593866348266601562,0.0347467436809578145152,0.709374106664015791068
quadtree_12_19_5_5,4,-2.47783374786376953125,-2.01355266571044921875,0.981444031334389066501,0.110964766855149055136
quadtree_12_19_5_5,5,-2.58145213127136230469,-2.13826751708984375,0.91236517664386629356,0.0278214978145989166869
quadtree_12_19_5_5,6,-3.06852269172668457031,-1.85429978370666503906,0.587651511206374710383,0.217133372458169271457
quadtree_12_19_5_5,7,-3.03885102272033691406,-0.742398977279663085938,0.607432613219489159206,0.958400585009991923258
quadtree_21_25_1_4,0,-1.16967523097991943359,0.0475770533084869384766,0.267749208054421428127,0.35631382261803828948
quadtree_21_25_1_4,1,-1.1553363800048828125,0.751867473125457763672,0.315545396085936735719,0.943222365595167255847
quadtree_21_25_1_4,2,-0.961620151996612548828,-0.0919914096593856811523,0.961265516014418341939,0.240006800243132645267
quadtree_21_25_1_4,3,-1.23957598209381103516,0.471249490976333618164,0.0347467436809578145152,0.709374106664015791068
quadtree_21_25_1_4,4,-0.955566585063934326172,-0.246841892600059509277,0.981444031334389066501,0.110964766855149055136
quadtree_21_25_1_4,5,-0.976290285587310791016,-0.346613824367523193359,0.91236517664386629356,0.0278214978145989166869
quadtree_21_25_1_4,6,-1.07370448112487792969,-0.119439527392387390137,0.587651511206374710383,0.217133372458169271457
quadtree_21_25_1_4,7,-1.06777012348175048828,0.770081341266632080078,0.607432613219489159206,0.958400585009991923258
quadtree_20_23_1_4,0,-1.46967542171478271484,-0.552423357963562011719,0.267749208054421428127,0.35631382261803828948
quadtree_20_23_1_4,1,-1.45533657073974609375,0.151867091655731201172,0.315545396085936735719,0.943222365595167255847
quadtree_20_23_1_4,2,-1.26162040233612060547,-0.6919918060302734375,0.961265516014418341939,0.240006800243132645267
quadtree_20_23_1_4,3,-1.53957617282867431641,-0.128750890493392944336,0.0347467436809578145152,0.709374106664015791068
quadtree_20_23_1_4,4,-1.25556683540344238281,-0.846842288970947265625,0.981444031334389066501,0.110964766855149055136
quadtree_20_23_1_4,5,-1.27629041671752929688,-0.946614205837249755859,0.91236517664386629356,0.0278214978145989166869
quadtree_20_23_1_4,6,-1.37370467185974121094,-0.719439923763275146484,0.587651511206374710383,0.217133372458169271457
quadtree_20_23_1_4,7,-1.36777031421661376953,0.170080959796905517578,0.607432613219489159206,0.958400585009991923258
quadtree_19_25_1_2,0,-1.76967525482177734375,-0.16621138155460357666,0.267749208054421428127,0.35631382261803828948
quadtree_19_25_1_2,1,-1.75533640384674072266,0.185933694243431091309,0.315545396085936735719,0.943222365595167255847
quadtree_19_25_1_2,2,-1.56162047386169433594,-0.235995575785636901855,0.961265516014418341939,0.240006800243132645267
quadtree_19_25_1_2,3,-1.83957588672637939453,0.0456247590482234954834,0.0347467436809578145152,0.709374106664015791068
quadtree_19_25_1_2,4,-1.55556702613830566406,-0.31342080235481262207,0.981444031334389066501,0.110964766855149055136
