environment_index,house,wind,source_index,source_id,probe_rank,presence_prob,multiplicity_mean_unconditional,multiplicity_mean_conditional,state_count,replica_count,total_forward_count
0,House01,"1,3-2,4_fast",1,pmfs_13_19,30,0.87334445051171561,5.1024467078122226,5.8424218586636281,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,1,0.040507286519807,0.088689420515121048,2.1894683187864055,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,2,0.99999995597384195,251.69247159090909,251.69248267196213,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,3,0.00046212560912841662,0.00046256811706609792,1.000957549049307,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,4,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,5,0.39965746304456312,1.1940058318081435,2.9875729648892055,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,6,0.0066189063086151993,0.0066220125239089067,1.0004692943439408,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,7,0.47140002233738248,1.1842548249458724,2.5122078252645847,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,8,0.52023994702507148,0.94921032203869382,1.8245625455458332,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,9,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,10,0.4234399858925661,0.80185485231182119,1.8936682387743735,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,11,0.63755947707051586,2.3877622945742174,3.7451600681172592,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,12,0.45612500320104038,0.94058174385943194,2.0621139759024869,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,13,0.00039693277083507894,0.0011651882490561634,2.9354800980649842,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,14,0.68986041369763285,1.8415659164840525,2.6694761431712104,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,15,0.057537957049631092,0.10192359872532754,1.7714149745951231,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,16,0.19239363022511083,0.25119814476784086,1.305646889005242,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,17,0.94358914142305206,17.598658046939157,18.65076363680717,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,18,0.15247371916550698,0.34162939571317774,2.2405788852198607,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,19,0.0031455804534991989,0.0076846486296166076,2.4429985954001174,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,20,0.010665483042147499,0.01119407402905459,1.0495609045383338,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,21,0.00066948342985555112,0.0015361229133614707,2.294489818355784,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,22,0.024554399045425723,0.090276465564575317,3.6765903086271239,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,23,0.52764508316348924,1.1753301723167004,2.2275014205951162,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,24,0.35106176170091369,0.6307784052533365,1.796773314750032,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,25,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,26,0.80074840716340323,6.0910749597982923,7.606727538023474,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,27,0.41456605128901586,0.75899976461236784,1.8308295198133073,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,28,0.0029516259349975371,0.0077237195488790303,2.6167677473282112,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,29,0.50532182297584682,2.4696810783987697,4.8873430081740494,11,8,88
0,House01,"1,3-2,4_fast",2,pmfs_27_36,30,0.70878675038164307,2.2369168238206343,3.1559800216583849,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,1,0.041319594776723534,0.091240344569087029,2.2081616497479599,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,2,0.9999999823895368,210.74168265949595,210.74168637075465,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,3,0.0020852268018220006,0.0021034647677065062,1.0087462744429383,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,4,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,5,0.36784533467569813,1.1153256188378673,3.0320504671376813,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,6,0.0073091343818412402,0.0075214792057242234,1.0290519797269744,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,7,0.46243816283954814,1.1339812893420458,2.4521792976145496,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,8,0.53143211471086194,0.96790668571537186,1.8213176413736007,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,9,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,10,0.42656030942982232,0.80213346999053925,1.8804690737934355,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,11,0.64419317313215951,2.3688551922413437,3.6772435521531999,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,12,0.46699803809381346,0.90779747263613075,1.9438999708469156,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,13,0.00037509145775249664,0.0011189401452631677,2.9831128439120524,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,14,0.68795125525106082,1.8264556093649431,2.6549200912474484,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,15,0.049525513385147366,0.087381148054687816,1.7643663251937798,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,16,0.20249150676152733,0.2588223136223281,1.2781884917629711,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,17,0.94643244485963474,18.183423329483379,19.212595075584247,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,18,0.15176430809253816,0.34122576221425954,2.248392698540143,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,19,0.0032024713999073192,0.0075573874577953984,2.3598610304573251,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,20,0.012670222967686556,0.013317684448715061,1.0511010329241841,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,21,0.00067983054995321174,0.0015617463096139711,2.2972582060654023,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,22,0.022785038361364363,0.084991536425816999,3.7301467339170076,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,23,0.52906096305444161,1.1809266376605427,2.2321182625961815,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,24,0.34253198638907634,0.60630031327011902,1.7700545857385497,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,25,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,26,0.80294353785839945,6.1800825988704506,7.6967835314471635,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,27,0.40705357532186265,0.72775492036122491,1.7878602829757224,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,28,0.0030227066643946769,0.007778290996978657,2.5732867461475384,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,29,0.48290556906299159,2.3186357546259058,4.8014268278679886,11,8,88
0,House01,"1,3-2,4_fast",3,pmfs_26_36,30,0.70728028091517359,2.2373544844714077,3.1633208854294934,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,1,0.03374249843586228,0.07913588114825662,2.3452881326697859,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,2,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,3,0.99999968572096387,180.48543002388695,180.48548674669175,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,4,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,5,0.040696117185926924,0.043040324722648453,1.057602732123353,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,6,0.014799847746725351,0.016075885422835737,1.0862196488739368,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,7,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,8,0.17212806690556384,0.21782559237643992,1.2654856136619923,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,9,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,10,0.24526209293716503,0.61263619649583811,2.4978837502328277,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,11,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,12,0.8426338474858891,20.204067230224609,23.977279444097992,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,13,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,14,0.00025878685612342036,0.00041544505044881095,1.6053560705211292,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,15,0.98312664912505587,63.27248709852045,64.358429460568971,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,16,0.025017194131049556,0.031070679538875778,1.2419729956971102,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,17,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,18,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,19,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,20,0.99908404119990091,42.211735053495929,42.250434710977459,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,21,0.00074610841172464211,0.0047009585165472927,6.30063733724828,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,22,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,23,0.32301225327837813,0.86457993192634064,2.6766165157865673,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,24,0.13715376756127542,0.18262403589076051,1.3315276651745682,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,25,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,26,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,27,0.46272185660737625,1.64771728079865,3.560923819072487,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,28,0.0036490932820253297,0.03326034338324358,9.1146870777672575,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,29,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,30,0.44807001738412178,1.1886836748189209,2.6528971560261425,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,1,0.034540784401905486,0.081552072616216359,2.3610370762662076,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,2,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,3,0.99999925087798724,158.84014667164195,158.84026566238146,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,4,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,5,0.04514715997166005,0.047070084845715468,1.0425923773557957,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,6,0.019797056821592707,0.020534012123462328,1.037225498138987,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,7,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,8,0.17907405431841736,0.22650329123875548,1.2648582291882591,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,9,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,10,0.26601545219521294,0.67213584026533435,2.5266796899155084,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,11,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,12,0.8433074023235928,20.639923469586805,24.474970114950896,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,13,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,14,0.00027187627210943015,0.00043015106295676083,1.5821574263149567,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,15,0.98329514874653379,61.883214408701114,62.934526309407119,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,16,0.026811059400844526,0.033082032629486301,1.2338950182790704,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,17,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,18,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,19,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,20,0.99904199486429046,45.220511046322912,45.263874070144219,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,21,0.00074876568853131755,0.0047882411238721161,6.3948458071898484,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,22,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,23,0.32746574844945414,0.88120398381976306,2.6909806231407467,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,24,0.15067801542169368,0.20120741536753817,1.3353468640028927,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,25,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,26,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,27,0.46796699498906558,1.710667345332908,3.655529906276572,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,28,0.0036940034561584153,0.034167999183740576,9.2495850611016053,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,29,0,0,0,11,8,88
0,House01,"1,3-2,4_fast",5,pmfs_27_2,30,0.4545693234606667,1.2060157855581068,2.6530954099071797,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,1,0.93327342786572198,25.576684865084562,27.405349923628705,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,2,0.31054320335780194,0.61465099019599478,1.979276904308241,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,3,0,0,0,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,4,0.030086842058840754,0.060822500244227952,2.0215647798887484,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,5,0.20426300682391807,0.25802880547030327,1.2632184823007782,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,6,0.46705621623998961,1.0525039008794617,2.253484407835499,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,7,0.016573665168517691,0.019432733798828525,1.1725067208273126,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,8,0.57780797032385389,1.6388268230101941,2.8362828260947195,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,9,0.071887926870570204,0.22967924299510803,3.1949626730595724,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,10,0.010009149899128095,0.011613723252780388,1.1603106527350608,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,11,0.3342544446866007,0.55138098598044138,1.6495846046188556,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,12,0.83211835894987662,4.2161563777772244,5.0667748553198164,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,13,0.078820315541908187,0.28520067577386521,3.6183650599854054,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,14,0.023762596616209788,0.036968555719498267,1.5557456247975845,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,15,0.77036914805119683,3.6845775497230617,4.782872677396206,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,16,0.91706230237402697,5.532752763479948,6.0331263744645742,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,17,0.070814816298314487,0.17591830774406184,2.4842019924614136,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,18,9.932420833646589e-05,0.00011198346415559512,1.1274538808932193,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,19,0.72135557023025076,2.2495917431739163,3.1185615471935222,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,20,0.10426543724977157,1.4046240713108669,13.471617329394014,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,21,9.6087420070228348e-05,0.00012198091135896438,1.26947847355888,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,22,0.51696948566247802,1.2335180639684866,2.3860558469670159,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,23,0.081656594400969465,0.14298913795987159,1.7511033739385775,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,24,0.077413146018003628,0.39465527191389393,5.0980394443872719,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,25,0.088314402552152227,0.58487518487328838,6.6226478124890509,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,26,0.88098426808772434,10.141391108172353,11.511432695824848,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,27,0.0015616083530638682,0.0016200118682043942,1.0373995919181263,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,28,0.4256921068588575,0.73747052322038897,1.732403564308757,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,29,0.048090175561497972,0.20986087119910674,4.3639032036956396,11,8,88
1,House02,"3,5-1_slow",0,pmfs_12_20,30,0.67348789906298567,1.8438062390143222,2.7376976506624455,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,1,0.94264027882706036,29.287589311599731,31.069740991805126,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,2,0.2631113258698447,0.52539210691809946,1.9968433710755544,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,3,0,0,0,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,4,0.024663045405846882,0.04065612508442569,1.6484632945932671,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,5,0.16012948911785232,0.19384701063708318,1.2105640984991553,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,6,0.41887142128739724,0.86682438433739184,2.0694283264139042,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,7,0.017173935705788068,0.022634277397637185,1.3179435270628641,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,8,0.60537338921461592,2.046694416256452,3.3808793923230436,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,9,0.063770184115614109,0.16132884606830347,2.5298475816820192,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,10,0.010925085916679482,0.012075965473482856,1.1053428380866379,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,11,0.26969372104113892,0.41512388607754308,1.5392419388741361,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,12,0.80765651545995998,3.2804172988680049,4.0616490253902171,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,13,0.079364440541987838,0.25705139188873621,3.2388736080454432,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,14,0.02971686785618162,0.041664530480995214,1.402049862140107,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,15,0.85067957199432631,5.8364494246515362,6.8609258019075403,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,16,0.92203688807785511,5.0609691881320691,5.4889009903741837,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,17,0.059744064001609913,0.14828418572572197,2.4819902730709145,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,18,8.6213130981056563e-05,9.6697952000856686e-05,1.1216151286989442,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,19,0.67023755933876761,1.8619820195550678,2.7780926234453833,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,20,0.10493961955547672,1.3543288453736089,12.905791455224763,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,21,0.00013386757467579648,0.00014607069700128312,1.0911581639918437,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,22,0.47633217677059875,0.938069787272516,1.9693605282607012,11,8,88
1,House02,"3,5-1_slow",1,pmfs_11_20,23,0.069430449090015667,0.14248418046533765,2.0521857820710445,11,8,88
