candidate_id,origin_i,origin_j,size_i,size_j,center_x,center_y,resampled_mean,fixed_center_mean,persistent_marginal_mean
quadtree_17_32_4_4,17,32,4,4,-1.84999996423721313477,2.32000029087066650391,0.701154475757292809689,0.710790243999049061276,0.679983625811570838746
quadtree_15_32_2_4,15,32,2,4,-2.75,2.32000029087066650391,0.72375452342617137291,0.722240760254819869123,0.717516343943020321083
quadtree_18_36_2_1,18,36,2,1,-1.84999996423721313477,3.0700003206729888916,0.712799195706043901529,0.722511928946763374833,0.718563414585988949226
quadtree_12_36_5_1,12,36,5,1,-3.20000001788139343262,3.0700003206729888916,0.723728220056071228821,0.716143737293041748751,0.712644032821522905718
quadtree_8_24_4_4,8,24,4,4,-4.55000007152557373047,-0.0799998044967651367188,0.000495867644220025782156,0.00137707620652759698143,0.0020603745425889126376
quadtree_7_20_1_2,7,20,1,2,-5.30000010132789611816,-1.57999986410140991211,0.000237009990525622562817,0.000324654998631334235404,0.000423130477107216799775
quadtree_2_19_5_3,2,19,5,3,-6.2000001370906829834,-1.72999987006187438965,0.000315831777158875287903,0.000393219082430807971154,0.000358721378896909504284
quadtree_9_32_1_3,9,32,1,3,-4.70000007748603820801,2.17000028491020202637,0.703241973664406795131,0.702653133343500718049,0.7080516601553985293
quadtree_10_36_2_1,10,36,2,1,-4.25000005960464477539,3.0700003206729888916,0.710126243301528192915,0.729408696240205103531,0.720289782933065117097
quadtree_6_31_1_5,6,31,1,5,-5.60000011324882507324,2.17000028491020202637,0.000219828200722797561782,0.000187918443688305202174,0.000226642376705858520475
quadtree_5_29_1_3,5,29,1,3,-5.90000012516975402832,1.27000024914741516113,0.000175245713894346857749,0.000221400855434020487043,0.000220375767022797759522
quadtree_2_31_3_1,2,31,3,1,-6.50000014901161193848,1.57000026106834411621,0.000338835836416891183771,0.000408817406331632570614,0.000354874327338416127165
quadtree_2_36_5_1,2,36,5,1,-6.2000001370906829834,3.0700003206729888916,0.000317710896532593156488,0.000290883144810376354331,0.000297320616799441595661
quadtree_9_31_5_1,9,31,5,1,-4.10000005364418029785,1.57000026106834411621,0.721066484454646302704,0.689412517604572960025,0.71343513004630014306
quadtree_1_27_5_2,1,27,5,2,-6.50000014901161193848,0.520000219345092773438,0.000297420259228142680045,0.000330302809979268762332,0.000302297935133038358336
quadtree_6_27_1_2,6,27,1,2,-5.60000011324882507324,0.520000219345092773438,0.000255860034173810543434,0.00020592648631196835556,0.000238928835437679420287
quadtree_6_22_2_5,6,22,2,5,-5.4500001072883605957,-0.529999822378158569336,0.000239413312769263041221,0.000159261335712348851721,0.000287469761250100644491
quadtree_1_18_1_4,1,18,1,4,-7.10000017285346984863,-1.87999987602233886719,0.000471163264941356847641,0.000479804864650951735807,0.000475667528781472617246
quadtree_1_22_5_5,1,22,5,5,-6.50000014901161193848,-0.529999822378158569336,0.000251461899987188773339,0.00034061626982999739512,0.000302977738786103136718
quadtree_20_10_1_5,20,10,1,5,-1.39999994635581970215,-4.12999996542930603027,0.0630318008160396504148,0.0651024499083053642912,0.0872393444691128990587
quadtree_19_19_2_4,19,19,2,4,-1.54999995231628417969,-1.57999986410140991211,0.0575892224947247151753,0.0575789638698333965816,0.0575515788206391574118
quadtree_22_27_4_2,22,27,4,2,-0.349999904632568359375,0.520000219345092773438,0.614266994217146170606,0.637623303800402486583,0.652520502638434010266
quadtree_22_25_2_2,22,25,2,2,-0.649999916553497314453,-0.0799998044967651367188,0.450559925825959355279,0.450442980438449319772,0.459610872900639760852
quadtree_24_26_5_1,24,26,5,1,0.40000012516975402832,0.0700002014636993408203,0.6945416885014339401,0.727581720677186536816,0.69439344262459238937
quadtree_20_8_2_2,20,8,2,2,-1.24999994039535522461,-5.18000000715255737305,0.271756301396312005753,0.276314564513105196791,0.295163408409636808679
quadtree_10_32_5_4,10,32,5,4,-3.80000004172325134277,2.32000029087066650391,0.724649377379860315865,0.705306047799442811027,0.719199955031249163505
quadtree_2_18_3_1,2,18,3,1,-6.50000014901161193848,-2.3299998939037322998,0.000473199114071763291956,0.000484620938098277269828,0.000474631468090564882117
quadtree_20_1_5_2,20,1,5,2,-0.799999922513961791992,-7.28000009059906005859,0.698506140503052164355,0.705041670587171010094,0.703189784225055641138
quadtree_1_10_5_4,1,10,5,4,-6.50000014901161193848,-4.27999997138977050781,0.056627707584669806499,0.0567990502115070903608,0.0568077324674215137204
quadtree_6_13_2_3,6,13,2,3,-5.4500001072883605957,-3.52999994158744812012,0.056497724318677610739,0.0564973443233227543094,0.0564971510213997961785
quadtree_9_18_5_1,9,18,5,1,-4.10000005364418029785,-2.3299998939037322998,0.00108377574230203897282,0.00246774619078790432101,0.00242056608179968166107
quadtree_14_18_3_1,14,18,3,1,-2.90000000596046447754,-2.3299998939037322998,0.00670190743088444339634,0.00744500148632991093923,0.00649563088784346664064
quadtree_8_9_1_5,8,9,1,5,-5.00000008940696716309,-4.42999997735023498535,0.0565048195333736873389,0.0565509031002505669565,0.0571588896057292549761
quadtree_8_14_5_2,8,14,5,2,-4.40000006556510925293,-3.37999993562698364258,0.0568316906154208198901,0.0565784704158489396505,0.0566851559929746577248
quadtree_1_5_3_5,1,5,3,5,-6.80000016093254089355,-5.63000002503395080566,0.0604690336554522034473,0.0627519286434089419604,0.0662344388985103149032
quadtree_21_14_2_2,21,14,2,2,-0.949999928474426269531,-3.37999993562698364258,0.0601615115427847715607,0.0595257037947538229666,0.0615008812049126675701
quadtree_2_32_4_4,2,32,4,4,-6.35000014305114746094,2.32000029087066650391,0.000243551268051132138766,0.000219755653214603843775,0.000279656527818524059301
quadtree_1_1_5_4,1,1,5,4,-6.50000014901161193848,-6.98000007867813110352,0.0919310355904343980452,0.096586547927237024798,0.096737519765999673898
quadtree_6_2_2_3,6,2,2,3,-5.4500001072883605957,-6.83000007271766662598,0.096479062256105081303,0.0996226990459136939587,0.0999237037097503338255
quadtree_6_1_3_1,6,1,3,1,-5.30000010132789611816,-7.43000009655952453613,0.110540372680932751118,0.110598870627044652235,0.110985312264369643555
quadtree_8_4_1_5,8,4,1,5,-5.00000008940696716309,-5.93000003695487976074,0.0674881253894350093038,0.0728117295044523455449,0.0785860978799776410482
quadtree_11_5_4_5,11,5,4,5,-3.65000003576278686523,-5.63000002503395080566,0.709816796277918090415,0.709816768184169597064,0.709799338601422743675
quadtree_8_2_1_2,8,2,1,2,-5.00000008940696716309,-6.98000007867813110352,0.105373331013879844652,0.10707073905498220271,0.105978880479181425174
quadtree_11_1_3_4,11,1,3,4,-3.80000004172325134277,-6.98000007867813110352,0.709717425950318108342,0.709689341866114771875,0.709699432720299593091
quadtree_13_14_5_2,13,14,5,2,-2.90000000596046447754,-3.37999993562698364258,0.0572039643243675723067,0.0571651913976301329879,0.0573643666258205781275
quadtree_14_1_2_2,14,1,2,2,-3.05000001192092895508,-7.28000009059906005859,0.709671380617108469007,0.709670012896821917356,0.709663904027529557686
quadtree_18_14_1_2,18,14,1,2,-1.9999999701976776123,-3.37999993562698364258,0.0572434475599337368306,0.057278561354389495274,0.0573413181391347626961
quadtree_19_15_2_4,19,15,2,4,-1.54999995231628417969,-2.77999991178512573242,0.0574402891069937781184,0.0573456738970782229369,0.0574887915812148271656
quadtree_16_10_1_4,16,10,1,4,-2.59999999403953552246,-4.27999997138977050781,0.310821071192946654681,0.709730533777286770234,0.530718836364444777485
quadtree_12_24_5_4,12,24,5,4,-3.20000001788139343262,-0.0799998044967651367188,0.020478449721978485391,0.0995822905275369122497,0.0920742457761775426916
