wind_index	wind	source_index	source_id	replicate	rng_seed	concentration_sha256	pooled_sha256
0	3,5-1_fast	1	pmfs_10_15	5	2026110013	6012e75ee9a7276f66613799e93d68502570a7e7eb6658eb175582d7e989a9e6	6ed62107c9d7fcbe288984a7c8aea85e70d2c16f084112764d899729fcccabe2
0	3,5-1_fast	1	pmfs_10_15	6	2026110014	ed6ede9539f3e0c5421d619dd15d567bfc0cfa42dad8be855730d601749ba68e	d779b58a1474372415fe2d735075b26e0f5c5c09918a2760a3e5f337f518c211
0	3,5-1_fast	1	pmfs_10_15	7	2026110015	a7a8dd2ace5aa625571ad2958c0e761e4e525fd4976e0225739e3eb07644d1b5	6badc3acb9004843fa376124793a78a6ba903ae1225b8d3b749461926ee8b86a
0	3,5-1_fast	1	pmfs_10_15	8	2026110016	12ca50b7721b82ea9421bc708e98f40772fe4117ef2a8761da4fe9af11eda965	0a40b32a643da9563b3ef679f94dfa02243a98e5c0828ea47f4d46c166d21f6f
0	3,5-1_fast	2	pmfs_11_15	1	2026110017	e6e7c4085102ec0662d4d07324b8c5259b699977f6348cdaae5d4fa79a738cea	afbacd4efcf92f6ad8e1a75c0e4146381cc0734ba50ab7ef4eea0ca44bccf38e
0	3,5-1_fast	2	pmfs_11_15	2	2026110018	4513a498b0e686ee12f4e409440c3de710674d6bbcd53ba08084c793138bb00f	73c00c66f005ae5986321b0ba84a00f435e31daea3331b8a533f643854d60e11
0	3,5-1_fast	2	pmfs_11_15	3	2026110019	8fa6b231bd51eb7b69c1193aff42b0ab017200bb8b804e9fac4c9b2d8975c24d	1bab1c9b4f73c00d97afa1211447f46aba9f5ff710d47f1a192323b7d778ef47
0	3,5-1_fast	2	pmfs_11_15	4	2026110020	8a013e40416536973e3b567a9d48c36f565314c523a80a3eacd31f26f7a5382a	21ad67eafc8922a9bb82e3e2164fdde2cb4954f8458455d548c1460849381c74
0	3,5-1_fast	2	pmfs_11_15	5	2026110021	79b297bdc6369522f20fa0ab86786c0adbcb969a4d3078f5fab81e9d26a9122f	16d7fd2ee5c785ea4bf1f876b0b9ecb00b44451b4501943af87b22532727544f
0	3,5-1_fast	2	pmfs_11_15	6	2026110022	f7e262e648bc672d1a3fd33893404ac3a921018fccc9f950f484c6271e3959b1	ae77530504731236be24b730638b5ede1db226bec11ec2e82542addec6a9f43a
0	3,5-1_fast	2	pmfs_11_15	7	2026110023	60af6ef2f965f118c5aed34fb4725bf06d8f17076a3b6f9759f3117d7c8fdd3d	da61d51c2307ec5a59da0ce6252947e04123e55bc68a61c8c5bd2f2212f7acfa
0	3,5-1_fast	2	pmfs_11_15	8	2026110024	8d71343f001db0f49a14d3ccad48005aeff630811953b6a211b02720cb37e590	6bcb89d56aaccfa4567e08d4158e79af64d3986b146a439f599ffc0d4d3fdf39
0	3,5-1_fast	3	pmfs_12_15	1	2026110025	c6412e794eeebc1e24b3110bfa30c91de6a89c05024595d7194aca2534957bf8	91cc64fe0eea60fdf0050a2dddb04addf64351bbbca45c4d499949eef723bef7
0	3,5-1_fast	3	pmfs_12_15	2	2026110026	75aaad68ff1522ce954cac857d4b0e91f80d085197380944e00ed1d178c46209	aeec5fd938f68d7445b6b239a6fecca648b6b9c1b9b9c677d61c8edd0a3801c5
0	3,5-1_fast	3	pmfs_12_15	3	2026110027	84b04a858a1f451fcf47b62f81ce839d93e7d67562573a6252159f6cddf0124f	19753a2756f6758bd8440d70f1d6b21d5678811ea76970a55bc81a987fe2f506
0	3,5-1_fast	3	pmfs_12_15	4	2026110028	125d911e6c8234b5581a311c0e02960e7c6a024791117a036bbbb45c9f021cd3	8010dc8fd9fd046f10bab2abb044991a506c664f743e2c327cd7643f09178b34
0	3,5-1_fast	3	pmfs_12_15	5	2026110029	64c97c5c0407752dee4893eaeb40868278e88914dd5f2a2cff57e35382934c55	888a16be4d1d9ac0eed32c1f809569d7427c6eb50a422e42ef9fc4fa2288505a
0	3,5-1_fast	3	pmfs_12_15	6	2026110030	f1ce7a8b3a55bae44c4cc90fd77d11ca075234328af82c11a95667ce4ea6e5d3	b0740543b3838ea23fc16272e6f2449be7d132d82f1a88f37121190ccb714cbf
0	3,5-1_fast	3	pmfs_12_15	7	2026110031	ad7021172559083d6c61713a03c1683b2a6c173ea5311db0a7560e43d4eabf3e	1532e4d1ee0ea8f67bc31e8241cf9b39e81dabbc6618cb31536251177be3de1c
0	3,5-1_fast	3	pmfs_12_15	8	2026110032	300645b1cf9cd9c6018d1277e7235bdd99946ce8bf5750ab9cacc83941083f80	47eb782e346818c561aa4101f621418f758d5b6eb536fe9876ae60aa016b7d17
0	3,5-1_fast	4	pmfs_9_16	1	2026110033	f096497a2f8fea97744ce750b141b6c509654a6fa13194a7a057881dc1b80489	d6cd5cc42d926138d1ca0e403d234322f6161606ac1bbeb84fb304f4538e82f6
0	3,5-1_fast	4	pmfs_9_16	2	2026110034	eb0c034c84121fcffd698d1e271b6e4a1b9924eff94a05093b1612faae522a1e	46819e493e0d54d4351c070d727ae9cbf30eb0c3d1611e2e414c614a964bdbf2
0	3,5-1_fast	4	pmfs_9_16	3	2026110035	2b4b4a31d014ec59282be3d8e7d2f8ef1d7518e937933be4f29b4733a47024f0	4d0808d60bf10028b356fa3459173fadd06b3650e81deba57138efe87d10c245
0	3,5-1_fast	4	pmfs_9_16	4	2026110036	cd8f614e69149ce7c42e689d69fb01f932b980900a603539e011d9c21625e4e2	241a2ab00d6d227f8416361ede3b30fe8b36e7d27797a386dfc2ed5ca899f555
0	3,5-1_fast	4	pmfs_9_16	5	2026110037	19567b8f7f8fda1bb2bc24bf2e83ca5e628793556998882ebca68ec43cc467bd	0ebe476661c606ea9ff48a74d860efb8454c101758e2c55967508b9196f1331d
0	3,5-1_fast	4	pmfs_9_16	6	2026110038	984029a169f2c91a3ae2d2956c517fd9d51a2321767ef0f236640518e67870b8	2336d12f0b31d0969f143e33da054410ad051f3cc1b871b66947e2248aa4fc9a
0	3,5-1_fast	4	pmfs_9_16	7	2026110039	a25d6f48b9b9546cc9b2fc3b3f640a7b14fac52221a0368e3abf9ae8099ce075	43485b2d5f171b901a78c734f049221586454849c29a72b4ff1c2e39a60c1060
0	3,5-1_fast	4	pmfs_9_16	8	2026110040	6bac3db0518098d16df42dfdc0d6571f440e5cb388ca11d8cb78c12d60c3a1cb	fc1e369827b22ecdcf827d631338c2d7b146afff751eb3d5726bef06218165b5
0	3,5-1_fast	5	pmfs_10_16	1	2026110041	63276b5870d3bbc6c95adb4d92361d30655c856e2b058d71108473c774b9a9b1	5aa02507023135ac7cafccf7f6197bad018cea912f085ab195061ea539aeeb4a
0	3,5-1_fast	5	pmfs_10_16	2	2026110042	4e6167c456c283fb93c3ba0ee97d23e4ecf30566803b62a3f1c26eb59b92ebfd	466a21e3c9985599531fbda8486d7a04732eff9ae9861c6d05d2c65fca2ffaa1
0	3,5-1_fast	5	pmfs_10_16	3	2026110043	6247f77ab6dc444bebec58952a627110705f3b4a1934c828cb864c18bfb1cebd	463d7ec4c24fec21178c72106ac53c2bde82eb598207ace5883fba2a5c421abe
0	3,5-1_fast	5	pmfs_10_16	4	2026110044	25abc93cce8bfdcf9b00f09a468082d7578ea329e5438e7bbe7d0ebc7fb6ca2e	f297f83b0c92d42d83ea15b4f58c3a5df0439fc1e727bb4d7d2d80bcb6f48e3b
0	3,5-1_fast	5	pmfs_10_16	5	2026110045	d3b599d658cfbd61d93edb946a0fd1763976d7b99b0e8e3e6f2373c58480fb1a	c3160ddd9253f51e1d6007d547b3279b60db6581dffb86bf728e1b3f18aac148
0	3,5-1_fast	5	pmfs_10_16	6	2026110046	5ebf1ca6dbeda9cf094f7ccd76596abd066e6e373d5912049600807089fbb891	d48229644934499ba7a69d4247bc9a32ff2210836b5307ccfa288b7662e5e4e9
0	3,5-1_fast	5	pmfs_10_16	7	2026110047	bf197346cc85a1ac51058891d5143d729d8adcc41a460d56c50ccc819730a461	c180b18327d1a417d80838ecf151162c3313570af2c69c048e7338c609a47ff7
0	3,5-1_fast	5	pmfs_10_16	8	2026110048	5f86ea07201e8d44f1bf6af0e81acf1669f12a33fb1776a9e3f0329ba866170f	901ccc463afbca526d104af06b3abd47701a775ccf64a330f5d75f6f054281cb
0	3,5-1_fast	6	pmfs_11_16	1	2026110049	9ea58acd86c1ae349e7e6ee22bc7db89c0408db34255f632a113b599d29ecb5a	f7f6a2b8ce6cd8d7a92974fbfce7ec670fd1f89a56583d4f65831878cbdaff94
0	3,5-1_fast	6	pmfs_11_16	2	2026110050	21aebbf2d1415554dd02d1b8cc4231ffa802208b066378eda56afdb466721d97	396057271847b20d56f0229c297b465fa4b20e86beeab95defb95db63aebb030
0	3,5-1_fast	6	pmfs_11_16	3	2026110051	77397015185317a981b30e8757fcb338b302d3f1c62d3e0fbd3764c7f804591a	b813f9405cca06f16ef2c00753bd209448068d2979c9d382cd75e9726b30df69
0	3,5-1_fast	6	pmfs_11_16	4	2026110052	e2b8154585c2c533092169e5fab0f6c8bc4267f406904a3403b5e96f8d2bd207	e4d13502fd706adfb3b188a66cb9d229f9b46de4a48682dfd2bbcb7ef4dcf271
0	3,5-1_fast	6	pmfs_11_16	5	2026110053	d3ae558332a016a925635302d1eb8cbc5eecf73cc0cb5f0791613bb30c7d5d4b	bfe55d1a3af8efc129ec35dce7b10171820115828943217048fca5a931a32dac
0	3,5-1_fast	6	pmfs_11_16	6	2026110054	536cebd23fcbe9680259dff93877d109e5924b0daf188e2cabccefec16ff8f67	7bb4ca680f39fae34dc8bb851a9225eb79a0a1451980d9b9acc34e1d35307ac2
0	3,5-1_fast	6	pmfs_11_16	7	2026110055	3d3daca9987ad9a8cf5f04f4ec12bb343be2d2a5318c3acb0229310bdc0e4782	fcf5611dd746e00cd70803e6f4439b8b3bc689ea7aa51edd7b4ebdde85498873
0	3,5-1_fast	6	pmfs_11_16	8	2026110056	29ccd92b20c362a42dd611d2e3272e353545047bb844b433edababdf20d1fbf1	95a13a8eafacb9c79cecf0a7c1065794668a044504b72528b1d7ec267554f720
0	3,5-1_fast	7	pmfs_12_16	1	2026110057	34036c6586bf3127a62b27861dcf71f02ba94402ab2952d57133fbc9bce8f442	947274946cdaae24ef3fa50c1068a54b3a4d267de8d6e4e79a340b4914e556ed
0	3,5-1_fast	7	pmfs_12_16	2	2026110058	b078c783aed4c5db3ede28232a7941c9a499f49278577f138b238b21cfef5c77	565c18492935c1a5cf7406816378c6b8882d8008d75a53ebbf0e3110fa4d11bf
0	3,5-1_fast	7	pmfs_12_16	3	2026110059	8cd31ec2826c1bff87513f71b85186448e680b9064fa1826e1b2db82022d51e8	dc784690b6feafc2294028138ce34454de421b93e5d6a29a7f6f7a79913acc6c
0	3,5-1_fast	7	pmfs_12_16	4	2026110060	115c666acf56a24fc6821eee5888c811d04e9a3a13d3d253843a8877e29554d8	cab7b50c2b8fadad2a8013d452268b193c937709a7a148199e9462f7d34c3efa
0	3,5-1_fast	7	pmfs_12_16	5	2026110061	66d9bac0ba2c3f20717573512a5890bf7fd93c8bfb7d2e6fb4b51771eab2efae	a51b7d7d392ecb8f4f1e049c300a729a7e8b429ac242618e0044614bdeabf392
0	3,5-1_fast	7	pmfs_12_16	6	2026110062	3e512a83ce422a8d595c1add15acf6547318c1ba06729625121630f28ebbdf38	ffee23b2235a0d7a6bae154da81bdefb2702745e99e6bcfb9d54e57d905a7db6
0	3,5-1_fast	7	pmfs_12_16	7	2026110063	1486cd2f24b126321769563948675e042618e61b5ccee65b7da39868777e154c	29763e71ce4a4b34cf68afc663840c900117aef642ce09d7ffc0d872adea7823
0	3,5-1_fast	7	pmfs_12_16	8	2026110064	ad35b4f2691d5decbd742724e3f424d3f15d11e9deb5c664e5c59384e770cb65	e3630645fd7866fd1ec784d8d889effb93266fe30e462fc51882b4db5df95cbc
1	4,5-3_slow	0	pmfs_9_15	1	2026110065	defa8ddedcd55cb43d422fdbccb1c41aff63971fa521994eaa1d39d5ae1605e7	54d2bb2efa4d11d44a773e2751e71fd256b12a514c99cbb2d26ee12dcb8b0cdd
1	4,5-3_slow	0	pmfs_9_15	2	2026110066	97e0cd705ee1d79482162ffc77e92e673590b645efb89b7a5d0e205ba8e6f002	a36615da50af9112a0e57d4e851398e6fce5c1b51de3e0a2daa2c40cbd7375d3
1	4,5-3_slow	0	pmfs_9_15	3	2026110067	ec5d5fadb83b908d077c7e43d0e6755fce514900da3d981b11e7314cd327ca0e	9267d16aaf36f41d83d29f75c2c099c89b0501251ffb028a8a6912910cbaf123
1	4,5-3_slow	0	pmfs_9_15	4	2026110068	45f6b4a2020280b657e1d72edea5fb08b358b8e16b66d545eeaaa2bd0b86a46c	14f8f9f47675d293404c36e00a79793692525cd99288a679c5033208916993a4
1	4,5-3_slow	0	pmfs_9_15	5	2026110069	d7fdf380cc9ccdbf7c5b3d6fc6675714762d9cb8d2469cfa14b96a02844e1a3d	1b48495bfb5fb156264a53e9670bdff9763dc3ec4c3aada1dc9d3b9e91121f9f
1	4,5-3_slow	0	pmfs_9_15	6	2026110070	80e1fe91aaca1f04fd0c316b2344ba3fcb4fd320c17be1ad8f2aec59f28a5195	d0ef807056dd06839ec9cccd99c0fae6c459d674a7b92fbde3c75bc72a7738f3
1	4,5-3_slow	0	pmfs_9_15	7	2026110071	165752692586519586bccb30a024628f6c0452bb626487de3d20016b885f4e13	acce6cf82fa311863475d2beaf25f0922e04676803a6528c9ecd47b80edf0067
1	4,5-3_slow	0	pmfs_9_15	8	2026110072	8192d720967738b3fe7f54f81b4672aa09af70b1dbd98f0456b735765202abdc	5f5fd1ef9f2dabacc31a1bb8805bf12fcdc231eaebed45c95508e540c7fed505
1	4,5-3_slow	1	pmfs_10_15	1	2026110073	62dcc8c2877950767dcf6faaf82f7cb1de946ca32cb03cdedc80b324aabc1ca5	9c92887098a6b35edffa64e31d2e2ca958b9d9289fbeb7e0fb60b8da0d2ccaea
1	4,5-3_slow	1	pmfs_10_15	2	2026110074	ca9ac9438281b8a60312fc5b6f0e30ed6dd4ef7d6f08f9b9f4412aff4385a5a2	2b9e895e5227efa9eece77cfcfd19f590bd10bc2c608830f6b44be3bf0cb0c51
1	4,5-3_slow	1	pmfs_10_15	3	2026110075	d8bb923abf459bc04b68b644b8347ddba61c24c587dcaaabd366287329b9fb83	662275c937bb160b71787943d02f5f335d69af8f41702e0a9b1a204842ac58ac
1	4,5-3_slow	1	pmfs_10_15	4	2026110076	04edcb5451183615e6d6520762a3160437db13d8df8087fb1f9c508c577d4a80	cab04fa41f93d8830b4ba8c5754fa8ea6237e0bbc84303261d3f924d7f45e414
1	4,5-3_slow	1	pmfs_10_15	5	2026110077	0dd354c2fbce7bf4e74c295e98763e38a06a5addb38170344091312da520bbd3	6bbe0f05354365569babcb01dc764886e83a0a07c7662e34c8d6139870e897b5
1	4,5-3_slow	1	pmfs_10_15	6	2026110078	c6337ff78ef7afec8e450698b051b61d55f34710f9804267e25a6cdbbf38351f	d486c58d3ba84c432268185fb7c7f3dcf6518656a5fd08a1ec4f50a1af4569e1
1	4,5-3_slow	1	pmfs_10_15	7	2026110079	2f03c6aaa0c13fc034d5b99ee9e2d4adb37b58cb08b9df1abdcf4fac66cd0257	f5e3da5cb03d9e1ef168435013b0c860b7f235ec6aa0cb0274818d91cc86fade
1	4,5-3_slow	1	pmfs_10_15	8	2026110080	5ac5ed60e32c148427865fb07b794990837635b33f5c8982beabb60b7a8c2df5	6da8a6b70a46d72ef615c42359d76885448cce17125f01dfe7e13a2f7f54c666
1	4,5-3_slow	2	pmfs_11_15	1	2026110081	639369fd2bc7a1678a664df8ca1d2a5e27f24d519d65558303703071c76a0518	ae5dc66eb56203b9463d4b2929548a7dd49adf86326ae3247deec048e6c17fe7
1	4,5-3_slow	2	pmfs_11_15	2	2026110082	25425a76412dfbc33100de9c54f90b537c610e517cfcfa2473ed5ac1ab37a2db	4d95655cd36b4b00b47b6d69e22c0dad80b29525c3db3ebcce020cfd24c4efd5
1	4,5-3_slow	2	pmfs_11_15	3	2026110083	f3c9a4178bd0e0629131af7a4eb7a280d73c9f028c52d797b07ac627dad62d15	70eb4b73ff08b4320ecce4b80d98d0bda5497990be3f7344b121cbd89e752d6d
1	4,5-3_slow	2	pmfs_11_15	4	2026110084	f8535ba7ef62a6889c54d82a00303a9f3f24bdd749e76e944e331090d4ae2b66	79bc60faff7e3740c23151e397e82fd28f5c851e9722b069f940740ad4c866df
1	4,5-3_slow	2	pmfs_11_15	5	2026110085	f08d42bc8d068a69a100cb2ffa90a124cc7b7fd3c52162acc854f2b43a493182	89be5f3f47c1b2690e4438c229089f10ab7723e09e5c85854f72f5c6d575a6ff
1	4,5-3_slow	2	pmfs_11_15	6	2026110086	94a554189d3cfa0f14fb248c8930be33bb47daabc14925c2533e884cdb3ccc11	a1005ca29ad1c97f107911819ce51c8b281b5ed53cae835451c583e94c885c1b
1	4,5-3_slow	2	pmfs_11_15	7	2026110087	76cda8910faa931c9f286e92f2839c581464b36e13bed88a56e347e40bb872ed	729d68d120d1dc69925b247e0f0c5533f95fc3a4f9b068a7c55a03d80ed0b60e
1	4,5-3_slow	2	pmfs_11_15	8	2026110088	1aa8c2758bd48fa61a16865f7ecea3223a20ce9ba84f077e394fc41b96acef9a	4f38ed36efd3beca89a7cf95ecdad1cf2bb0db33eacde547a8cdd94414b3cdb4
1	4,5-3_slow	3	pmfs_12_15	1	2026110089	eb8518616a70bea2c05efff7aa4d4503e6bcee1cfd4c89cf53f311543f3ec56f	ab72700f6f2c92c89f1c8a402b80b9f0a6000664f180d12a88f0c8fc65a6b519
1	4,5-3_slow	3	pmfs_12_15	2	2026110090	e714d0a03d3a2236ebddc5150e6eda441256132d94605276f352dbcc9d63672d	cec98a3990ed0de9719389a4925c5b600f8ec7bf81683e04cebd226484cbe295
1	4,5-3_slow	3	pmfs_12_15	3	2026110091	c27f883c853a8cc6d20e2da1156ec3beacdb88a9138e27b19f247ba451fa0351	7a33a880511da21428cd925d39aa721f2fb59885289b8909388346c662cc3137
1	4,5-3_slow	3	pmfs_12_15	4	2026110092	cf20d0f4a382cd6555c18405c910524e18ff91dea5df566e731288e916472ba4	9b141304597aeb2cdea1cd6c8418c6ce2e09e7d0cee407ce1bedc03c56972287
1	4,5-3_slow	3	pmfs_12_15	5	2026110093	fa3b6557442e1824e1beb2e664a4e77eee7b6a1cadffe24ece066ec9f3de7aa9	0c537a3aa5fce552d8f2e73542e42298575d441d44e338fdb0098873f97f0b25
1	4,5-3_slow	3	pmfs_12_15	6	2026110094	6479f0e8b511ee8d10d45db129d86836eb9de1e861b7f5f0bc019b1ddd2112e9	233c657ea56630f503c739bc8929e402116973a7dad96c6cdcbee52e20b3ec47
1	4,5-3_slow	3	pmfs_12_15	7	2026110095	c162194517847d418e2880b18e378919157fe4439b4c93ddbf62cf849bc06093	29c93ef5dfde476a232661b05474c9866a32a6069362efa5344eb719900a4199
1	4,5-3_slow	3	pmfs_12_15	8	2026110096	518d40c6c2926af380e09c3d8e9fdcfd2d543915ca7fddd55183056719dbcdbe	a02abe5b457c0a605a91dbb8423a5f2c895aa7936732fdbaf23f8e41490fe1b9
1	4,5-3_slow	4	pmfs_9_16	1	2026110097	9982478b3b1cead2a7773c3a0679b3ad54277ae7bfd4263884e3e072addf686b	a6d076e5181d82ae78de594482d8aebf3c1f3ed90ab8f025d1ba0bf6591a4e53
1	4,5-3_slow	4	pmfs_9_16	2	2026110098	98f4b6510e886eaff098c73f6252959aa9f24b430f39d9cb2e7c39d831f010b0	a65574c83c9157eb4989350263e2d570e445e88d6ed18703a12852ef124d3389
1	4,5-3_slow	4	pmfs_9_16	3	2026110099	35eb918628ad5bc7c7f314785f303ecc8977144418d7d4c1c720db3fd9f7f3e0	daccb36d35aaa09ba54cd6bdbabc49209f4cefbd0ad9b2ac0e79440476a25818
1	4,5-3_slow	4	pmfs_9_16	4	2026110100	f14a3bc20e0844dd41138090b2d5f94c1bbac08ed73cd2c69cbddcca71ab9115	ea52039ad6bba4a1dc32f40b3d8c851dfa92779e53e57e3fc642078f9563af5d
1	4,5-3_slow	4	pmfs_9_16	5	2026110101	3cf31495560e10aab10ad764fbf89076eac3faae2677fea89e10e0461d5a6342	9b8fc663285b42799b55a69e4da481605dd9981735e53537c01a57cc402fe4bd
1	4,5-3_slow	4	pmfs_9_16	6	2026110102	f082421d68ecd8d8af26abf08c7cda908fc57b37b60875a1f506c6d158df6491	4d76e2feaa4354d65146297b1c68d7131ba25d603f870d69fb8cc53fcf93c56a
1	4,5-3_slow	4	pmfs_9_16	7	2026110103	a190d02a9255035af16093676fa5e5df33d594980325b54166a4ff99b2200b49	8e31ca6ede9374fd88f7d41ab7afe5dd9d7219a397fad974c773db1a526e1600
1	4,5-3_slow	4	pmfs_9_16	8	2026110104	97f316e3a2106a412eef650c8a8aa829979a56b85f93a9080a9f225e9b261aa2	fb4dfde66bd9512edc4d20bb4bc277bbee3ac67968ca597f6954ad4a3944c14d
1	4,5-3_slow	5	pmfs_10_16	1	2026110105	84c405d15705ec94d037ddb6bae59dda619b4338f54790631e7f1b13270ff3b2	eddd4b57d8afc5732db3f7c9dd40d0c7070d95d7dc2691d3714bda7a175e67ce
1	4,5-3_slow	5	pmfs_10_16	2	2026110106	ec4a063258d61943768c048121c1727d29b563b6a1ed1ea0751fbd388760d2f4	63b9aae1cd6a44ea76bbf3dfcea659cd09fcdce701815f6d9da85ab102bfe953
1	4,5-3_slow	5	pmfs_10_16	3	2026110107	83739241cfbd1ef72cf5195b3e7536a94c358fdd40188353d8b6bf7e5bf83390	88020c92f11e5c9a95fedc6494d3c0575bc2f7e6d5476f2cc6a28d1bc31a25f9
1	4,5-3_slow	5	pmfs_10_16	4	2026110108	bb1a969ae43da4ca71cb4557d63880b6c10f0534745362832877ddcfdbb5459b	721a0868c147ddfa25848b435bf1473848fd9d0a042658e5d3af3923c7ae50dd
1	4,5-3_slow	5	pmfs_10_16	5	2026110109	7234a2e0d5f5ae808c8e20f72d74a5ffa5e74425a33cce8d75134833f2ec527d	66d1e4f42187b14bab1877902f906204d6475f36852d97122249a9514f6fdf97
1	4,5-3_slow	5	pmfs_10_16	6	2026110110	383c1d4ceabf0c05dd8093ae5ae7b675e63e3ab8b7e590b1ff61d1641e4458b0	bb0d142e7d3ee5104829190b09f6d153a1fa76c9b21a35fe7a5c6d16c57ed594
1	4,5-3_slow	5	pmfs_10_16	7	2026110111	569a9909ebda58ac312360c757531876ca1f885334a1a6ab818d9950dff5e3c4	6fab7ef6693c04c3f762c676dd318512ce19d1d3fffca956b4a38ff12545b8de
1	4,5-3_slow	5	pmfs_10_16	8	2026110112	c6fd40a6e211d5f882aedabb8c986ffe881accfd5877c021579e3468b3ff2002	8180efc5efd971670011674cc3915d480213a4973cadc9b3fdd15371c82cea30
1	4,5-3_slow	6	pmfs_11_16	1	2026110113	35f1fdaa6b0d6e77955740f3ce29a25aa7ebf9bd1cc7510b3068dd1ece37320b	c9d0727d3ba095a2ace69e9dcef227ce36f5552dbf35b3b9ab37ebd674789d45
1	4,5-3_slow	6	pmfs_11_16	2	2026110114	7ffcb7285eff4acb0c1014f1b723e7274b168e366fdd354ca72c066e76f6ffa6	f93a2867fae13260cba3ac4aac9d7a04d7429b06b2d5071a291535d7c5888b92
1	4,5-3_slow	6	pmfs_11_16	3	2026110115	2eb7156c61814ce24cc78cf64ca861d723a1ebb0c7f79ec6e2cd2335b79a7e37	0d9d7adcb80568508ebd14fcb84ee6c974a664356b6e7cd73e837f291364a36e
1	4,5-3_slow	6	pmfs_11_16	4	2026110116	750390148617c8a544b57db76f60e83ba63241564d99bebc163fe02940aa1632	4db3c5c05bea7027324dde19d0f686c3981b77185a24458da88b9ea53095257b
1	4,5-3_slow	6	pmfs_11_16	5	2026110117	fe29b5e075121bdd6f12ce5a23879cadc725a83b3350076c79cb49f48149d32c	211f5cb7c49e0e881ed15fcf532656c235fe73c4a7317ae5a71de416edd3c443
1	4,5-3_slow	6	pmfs_11_16	6	2026110118	0718cc53c841923d01472b19fa6904f1dae43776574152d781946d52922a705d	991959b49d7d026080f8e352486d0db5f34e3af6ee29a7f4930c30828da529ca
1	4,5-3_slow	6	pmfs_11_16	7	2026110119	3fe64f5759037435a7d6558c4c890eb0c584b1f0bed51df57fd088bfd08c32fb	1c358ac5bc155be6fe196534d04c15dc97d875e1a3421ddf68141d12e0e7e1c8
1	4,5-3_slow	6	pmfs_11_16	8	2026110120	eb057bdb120c13e0053759f8dddcfa0956c6309093bd897aa8790c0c266457e7	d099225295c366415c3c2fd5408bbcf4fb5378c7419bc04c9bea66f007869fc8
1	4,5-3_slow	7	pmfs_12_16	1	2026110121	6473e0ab348a079ab8cf0f7547ebad056057225c5a2079db27fea82266525d19	3e7948cc5a6573a3564c6666002229d3fe68f9171771e24347b325a83a27d3c2
